#,#CBRO,Categoria,Nome do táxon (com autoria),Nome do táxon (sem autoria),Autoria,Data,Totais,Ordem,Subordem,Infraordem,Parvordem,Superfamília,Família,Subfamília,Gênero,Espécie,Subespécie,Nome em Português,English Name,Status,Notas (português),Notes (English)
4056,CBRO#4009,Espécie,"Tachycineta leucopyga (Meyen, 1834)",Tachycineta leucopyga,Meyen,1834,,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Tachycineta,leucopyga,,andorinha-chilena,Chilean Swallow,VI (S),"Historicamente tratada sob o nome T. meyeni (Cabanis, 1850), mas ver Mlíkovský & Frahnert (2009).","Historically treated as T. meyeni (Cabanis, 1850), but see Mlíkovský and Frahnert (2009)."
4057,CBRO#4010,Gênero,"Riparia Forster, 1817",Riparia,Forster,1817,1,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Riparia,,,,,,,
4058,CBRO#4011,Espécie,"Riparia riparia (Linnaeus, 1758)",Riparia riparia,Linnaeus,1758,1,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Riparia,riparia,,andorinha-do-barranco,Bank Swallow,VI (N),,
4059,CBRO#4012,Subespécie,"Riparia riparia riparia (Linnaeus, 1758)",Riparia riparia riparia,Linnaeus,1758,,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Riparia,riparia,riparia,,,,,
4060,CBRO#4013,Gênero,"Hirundo Linnaeus, 1758",Hirundo,Linnaeus,1758,1,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Hirundo,,,,,,,
4061,CBRO#4014,Espécie,"Hirundo rustica Linnaeus, 1758",Hirundo rustica,Linnaeus,1758,1,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Hirundo,rustica,,andorinha-de-bando,Barn Swallow,VI (N),,
4062,CBRO#4015,Subespécie,"Hirundo rustica erythrogaster Boddaert, 1783",Hirundo rustica erythrogaster,Boddaert,1783,,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Hirundo,rustica,erythrogaster,,,,,
4063,CBRO#4016,Gênero,"Petrochelidon Cabanis, 1850",Petrochelidon,Cabanis,1850,1,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Petrochelidon,,,,,,,
4064,CBRO#4017,Espécie,"Petrochelidon pyrrhonota (Vieillot, 1817)",Petrochelidon pyrrhonota,Vieillot,1817,2,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Petrochelidon,pyrrhonota,,andorinha-de-dorso-acanelado,Cliff Swallow,VI (N),,
4065,CBRO#4018,Subespécie,"Petrochelidon pyrrhonota pyrrhonota (Vieillot, 1817)",Petrochelidon pyrrhonota pyrrhonota,Vieillot,1817,,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Petrochelidon,pyrrhonota,pyrrhonota,,,,,
4066,CBRO#5003,Subespécie,"Petrochelidon pyrrhonota melanogaster (Swainson, 1827)",Petrochelidon pyrrhonota melanogaster,Swainson,1827,,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Petrochelidon,pyrrhonota,melanogaster,,,,,
4067,CBRO#4019,Família,"Troglodytidae Swainson, 1831",Troglodytidae,Swainson,1831,21,Passeriformes,Passeri,,Passerida,,Troglodytidae,,,,,,,,,
4068,CBRO#4020,Gênero,"Microcerculus Salvin, 1861",Microcerculus,Salvin,1861,3,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,,,,,,,
4069,CBRO#4021,Espécie,"Microcerculus marginatus (Sclater, 1855)",Microcerculus marginatus,Sclater,1855,1,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,marginatus,,uirapuru-veado,Scaly-breasted Wren,BR,,
4070,CBRO#4022,Subespécie,"Microcerculus marginatus marginatus (Sclater, 1855)",Microcerculus marginatus marginatus,Sclater,1855,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,marginatus,marginatus,,,,,
4071,CBRO#4023,Espécie,"Microcerculus ustulatus Salvin & Godman, 1883",Microcerculus ustulatus,Salvin & Godman,1883,2,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,ustulatus,,flautista-do-tepui,Flutist Wren,BR,,
4072,CBRO#4024,Subespécie,"Microcerculus ustulatus duidae Chapman, 1929",Microcerculus ustulatus duidae,Chapman,1929,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,ustulatus,duidae,,,,,
4073,CBRO#4025,Subespécie,"Microcerculus ustulatus ustulatus Salvin & Godman, 1883",Microcerculus ustulatus ustulatus,Salvin & Godman,1883,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,ustulatus,ustulatus,,,,,
4074,CBRO#4026,Espécie,"Microcerculus bambla (Boddaert, 1783)",Microcerculus bambla,Boddaert,1783,2,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,bambla,,uirapuru-de-asa-branca,Wing-banded Wren,BR,,
4075,CBRO#4027,Subespécie,"Microcerculus bambla albigularis (Sclater, 1858)",Microcerculus bambla albigularis,Sclater,1858,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,bambla,albigularis,,,,,
4076,CBRO#4028,Subespécie,"Microcerculus bambla bambla (Boddaert, 1783)",Microcerculus bambla bambla,Boddaert,1783,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,bambla,bambla,,,,,
4077,CBRO#4029,Gênero,"Odontorchilus Richmond, 1915",Odontorchilus,Richmond,1915,1,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Odontorchilus,,,,,,,
4078,CBRO#4030,Espécie,"Odontorchilus cinereus (Pelzeln, 1868)",Odontorchilus cinereus,Pelzeln,1868,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Odontorchilus,cinereus,,cambaxirra-cinzenta,Tooth-billed Wren,BR,,
4079,CBRO#4031,Gênero,"Troglodytes Vieillot, 1809",Troglodytes,Vieillot,1809,2,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,,,,,,,
4080,CBRO#4032,Espécie,"Troglodytes musculus Naumann, 1823",Troglodytes musculus,Naumann,1823,3,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,musculus,,corruíra,Southern House Wren,BR,"Considerada até recentemente subespécie de T. aedon, mas estudos sugerem que esta seja uma linhagem geneticamente divergente, que deve ser tratada como espécie independente (Kroodsma & Brewer 2005).","Treated until recently as a subspecies of T. aedon, but shown to constitute a genetically divergent lineage best ranked as an independent species (Kroodsma and Brewer 2005)."
4081,CBRO#4033,Subespécie,"Troglodytes musculus clarus Berlepsch & Hartert, 1902",Troglodytes musculus clarus,Berlepsch & Hartert,1902,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,musculus,clarus,,,,Por vezes tratada como sinônimo de T. m. albicans.,Sometimes treated as a synonym of T. m. albicans.
4082,CBRO#4034,Subespécie,"Troglodytes musculus musculus Naumann, 1823",Troglodytes musculus musculus,Naumann,1823,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,musculus,musculus,,,,,
4083,CBRO#4035,Subespécie,"Troglodytes musculus bonariae Hellmayr, 1919",Troglodytes musculus bonariae,Hellmayr,1919,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,musculus,bonariae,,,,,
4084,CBRO#4036,Espécie,"Troglodytes rufulus Cabanis, 1849",Troglodytes rufulus,Cabanis,1849,2,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,rufulus,,corruíra-do-tepui,Tepui Wren,BR#,,
4085,CBRO#4037,Subespécie,"Troglodytes rufulus rufulus Cabanis, 1849",Troglodytes rufulus rufulus,Cabanis,1849,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,rufulus,rufulus,,,,,
4086,CBRO#4038,Subespécie,"Troglodytes rufulus wetmorei Phelps & Phelps Jr, 1955",Troglodytes rufulus wetmorei,Phelps & Phelps Jr,1955,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,rufulus,wetmorei,,,,,
4087,CBRO#4039,Gênero,"Cistothorus Cabanis, 1850",Cistothorus,Cabanis,1850,1,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cistothorus,,,,,,,
4088,CBRO#4040,Espécie,"Cistothorus platensis (Latham, 1790)",Cistothorus platensis,Latham,1790,2,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cistothorus,platensis,,corruíra-do-campo,Sedge Wren,BR,,
4089,CBRO#4041,Subespécie,"Cistothorus platensis polyglottus (Vieillot, 1819)",Cistothorus platensis polyglottus,Vieillot,1819,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cistothorus,platensis,polyglottus,,,,,
4090,CBRO#4042,Subespécie,"Cistothorus platensis alticola Salvin & Godman, 1883",Cistothorus platensis alticola,Salvin & Godman,1883,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cistothorus,platensis,alticola,,,,,
4091,CBRO#4043,Gênero,"Campylorhynchus Spix, 1824",Campylorhynchus,Spix,1824,2,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,,,,,,,
4092,CBRO#4044,Espécie,"Campylorhynchus griseus (Swainson, 1838)",Campylorhynchus griseus,Swainson,1838,1,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,griseus,,garrincha-dos-lhanos,Bicolored Wren,BR,,
4093,CBRO#4045,Subespécie,"Campylorhynchus griseus griseus (Swainson, 1838)",Campylorhynchus griseus griseus,Swainson,1838,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,griseus,griseus,,,,,
4094,CBRO#4046,Espécie,"Campylorhynchus turdinus (Wied, 1831)",Campylorhynchus turdinus,Wied,1831,3,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,turdinus,,catatau,Thrush-like Wren,BR,,
4095,CBRO#4047,Subespécie,"Campylorhynchus turdinus hypostictus Gould, 1855",Campylorhynchus turdinus hypostictus,Gould,1855,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,turdinus,hypostictus,,,,,
4096,CBRO#4048,Subespécie,"Campylorhynchus turdinus turdinus (Wied, 1821)",Campylorhynchus turdinus turdinus,Wied,1821,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,turdinus,turdinus,,,,,
4097,CBRO#4049,Subespécie,"Campylorhynchus turdinus unicolor Lafresnaye, 1846",Campylorhynchus turdinus unicolor,Lafresnaye,1846,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,turdinus,unicolor,,,,,
4098,CBRO#4050,Gênero,"Pheugopedius Cabanis, 1850",Pheugopedius,Cabanis,1850,2,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,,,,,,"Anteriormente tratada no gênero Thryothorus, que acabou relevando-se parafilético (Barker 2004, Mann et al. 2006). Isso levou à revalidação do gênero Pheugopedius, o qual forma uma clado contendo várias espécies anteriormente tratadas sob Thryothorus, incluindo P. genibarbis e P. coraya, recuperados como táxons irmãos em filogenias (Mann et al. 2006).","Formerly treated under the genus Thryothorus, which has been shown to be paraphyletic (Barker 2004, Mann et al. 2006). This resulted in the resurrection of Pheugopedius, which forms a clade containing several species formerly in Thryothorus, including P. genibarbis and P. coraya, recovered as sister taxa in the phylogenies (Mann et al. 2006)."
4099,CBRO#4051,Espécie,"Pheugopedius genibarbis (Swainson, 1838)",Pheugopedius genibarbis,Swainson,1838,3,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,genibarbis,,garrinchão-pai-avô,Moustached Wren,BR,,
4100,CBRO#4052,Subespécie,"Pheugopedius genibarbis juruanus (Ihering, 1905)",Pheugopedius genibarbis juruanus,Ihering,1905,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,genibarbis,juruanus,,,,,
4101,CBRO#4053,Subespécie,"Pheugopedius genibarbis genibarbis (Swainson, 1838)",Pheugopedius genibarbis genibarbis,Swainson,1838,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,genibarbis,genibarbis,,,,,
4102,CBRO#4054,Subespécie,"Pheugopedius genibarbis intercedens (Hellmayr, 1908)",Pheugopedius genibarbis intercedens,Hellmayr,1908,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,genibarbis,intercedens,,,,,
4103,CBRO#4055,Espécie,"Pheugopedius coraya (Gmelin, 1789)",Pheugopedius coraya,Gmelin,1789,4,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,coraya,,garrinchão-coraia,Coraya Wren,BR,,
4104,CBRO#4056,Subespécie,"Pheugopedius coraya caurensis (Berlepsch & Hartert, 1902)",Pheugopedius coraya caurensis,Berlepsch & Hartert,1902,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,coraya,caurensis,,,,,
4105,CBRO#4057,Subespécie,"Pheugopedius coraya coraya (Gmelin, 1789)",Pheugopedius coraya coraya,Gmelin,1789,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,coraya,coraya,,,,,
4106,CBRO#4058,Subespécie,"Pheugopedius coraya herberti (Ridgway, 1888)",Pheugopedius coraya herberti,Ridgway,1888,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,coraya,herberti,,,,,
4107,CBRO#4059,Subespécie,"Pheugopedius coraya griseipectus (Sharpe, 1882)",Pheugopedius coraya griseipectus,Sharpe,1882,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,coraya,griseipectus,,,,,
4108,CBRO#4060,Gênero,"Cantorchilus Mann, Barker, Graves, Dingess-Mann & Slater, 2006",Cantorchilus,"Mann, Barker, Graves, Dingess-Mann & Slater",2006,4,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,,,,,,"Anteriormente tratada no gênero Thryothorus, que acabou relevando-se parafilético (Barker 2004, Mann et al. 2006). Isso levou à nomeação de um novo gênero, Cantorchilus, o qual forma uma clado contendo várias espécies anteriormente tratadas sob Thryothorus, incluindo C. leucotis, C. guarayanus e C. longirostris (Mann et al. 2006).","Formerly treated under the genus Thryothorus, which has been shown to be paraphyletic (Barker 2004, Mann et al. 2006). This resulted in the naming of a new genus, Cantorchilus, which forms a clade containing several species formerly in Thryothorus, including C. leucotis, C. guarayanus and C. longirostris (Mann et al. 2006)."
4109,CBRO#4061,Espécie,"Cantorchilus leucotis (Lafresnaye, 1845)",Cantorchilus leucotis,Lafresnaye,1845,3,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,leucotis,,garrinchão-de-barriga-vermelha,Buff-breasted Wren,BR,,
4110,CBRO#4062,Subespécie,"Cantorchilus leucotis albipectus (Cabanis, 1849)",Cantorchilus leucotis albipectus,Cabanis,1849,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,leucotis,albipectus,,,,,
4111,CBRO#4063,Subespécie,"Cantorchilus leucotis peruanus (Hellmayr, 1921)",Cantorchilus leucotis peruanus,Hellmayr,1921,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,leucotis,peruanus,,,,,
4112,CBRO#4064,Subespécie,"Cantorchilus leucotis rufiventris (Sclater, 1870)",Cantorchilus leucotis rufiventris,Sclater,1870,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,leucotis,rufiventris,,,,,
4113,CBRO#4066,Espécie,"Cantorchilus longirostris (Vieillot, 1819)",Cantorchilus longirostris,Vieillot,1819,2,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,longirostris,,garrinchão-de-bico-grande,Long-billed Wren,"BR, En",,
4114,CBRO#4067,Subespécie,"Cantorchilus longirostris bahiae (Hellmayr, 1903)",Cantorchilus longirostris bahiae,Hellmayr,1903,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,longirostris,bahiae,,,,,
4115,CBRO#4068,Subespécie,"Cantorchilus longirostris longirostris (Vieillot, 1819)",Cantorchilus longirostris longirostris,Vieillot,1819,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,longirostris,longirostris,,,,,
4116,CBRO#4065,Espécie,"Cantorchilus guarayanus (d'Orbigny & Lafresnaye, 1837)",Cantorchilus guarayanus,d'Orbigny & Lafresnaye,1837,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,guarayanus,,garrincha-do-oeste,Fawn-breasted Wren,BR,,
4117,CBRO#4069,Espécie,"Cantorchilus griseus (Todd, 1925)",Cantorchilus griseus,Todd,1925,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,griseus,,garrincha-cinza,Gray Wren,"BR, En","Considerando que nenhum estudo filogenético amostrou C. griseus (anteriormente Thryothorus griseus), o tratamento dessa espécie dentro de Cantorchilus é tentativo (Mann et al. 2006).","Since no phylogenetic study has sampled C. griseus (formerly Thryothorus griseus), the placement of this species in Cantorchilus is tentative (Mann et al. 2006)."
4118,CBRO#4070,Gênero,"Henicorhina Sclater & Salvin, 1868",Henicorhina,Sclater & Salvin,1868,1,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Henicorhina,,,,,,,
4119,CBRO#4071,Espécie,"Henicorhina leucosticta (Cabanis, 1847)",Henicorhina leucosticta,Cabanis,1847,1,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Henicorhina,leucosticta,,uirapuru-de-peito-branco,White-breasted Wood-Wren,BR,,
4120,CBRO#4072,Subespécie,"Henicorhina leucosticta leucosticta (Cabanis, 1847)",Henicorhina leucosticta leucosticta,Cabanis,1847,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Henicorhina,leucosticta,leucosticta,,,,,
4121,CBRO#4073,Gênero,"Cyphorhinus Cabanis, 1844",Cyphorhinus,Cabanis,1844,5,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,,,,,,,
4122,CBRO#4074,Espécie,"Cyphorhinus arada (Hermann, 1783)",Cyphorhinus arada,Hermann,1783,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,arada,,uirapuru-da-guiana,Musician Wren,BR,,
4123,CBRO#4079,Espécie,"Cyphorhinus transfluvialis (Todd, 1932)",Cyphorhinus transfluvialis,Todd,1932,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,transfluvialis,,uirapuru-do-imeri,Imeri Wren,BR,Bocalini & Silveira (2016) substanciam o tratamento deste táxon como espécie independente de C. arada.,Bocalini and Silveira (2016) provided evidence supporting the treatment of this taxon as a species independent of C. arada.
4124,CBRO#4080,Espécie,"Cyphorhinus modulator (d'Orbigny, 1838)",Cyphorhinus modulator,d'Orbigny,1838,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,modulator,,uirapuru-ferrugíneo,Ferruginous Wren,BR,Bocalini & Silveira (2016) substanciam o tratamento deste táxon como espécie independente de C. arada.,Bocalini and Silveira (2016) provided evidence supporting the treatment of this taxon as a species independent of C. arada.
4125,CBRO#4078,Espécie,"Cyphorhinus interpositus (Todd, 1932)",Cyphorhinus interpositus,Todd,1932,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,interpositus,,uirapuru-de-orelha-alaranjada,Rondonia Wren,"BR, En",Bocalini & Silveira (2016) substanciam o tratamento deste táxon como espécie independente de C. arada.,Bocalini and Silveira (2016) provided evidence supporting the treatment of this taxon as a species independent of C. arada.
4126,CBRO#4077,Espécie,"Cyphorhinus griseolateralis Ridgway, 1888",Cyphorhinus griseolateralis,Ridgway,1888,,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,griseolateralis,,uirapuru-de-flancos-cinza,Gray-flanked Wren,"BR, En",Bocalini & Silveira (2016) substanciam o tratamento deste táxon como espécie independente de C. arada.,Bocalini and Silveira (2016) provided evidence supporting the treatment of this taxon as a species independent of C. arada.
4127,CBRO#4086,Família,"Polioptilidae Baird, 1858",Polioptilidae,Baird,1858,13,Passeriformes,Passeri,,Passerida,,Polioptilidae,,,,,,,,,
4128,CBRO#4087,Gênero,"Microbates Sclater & Salvin, 1873",Microbates,Sclater & Salvin,1873,1,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Microbates,,,,,,,
4129,CBRO#4088,Espécie,"Microbates collaris (Pelzeln, 1868)",Microbates collaris,Pelzeln,1868,3,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Microbates,collaris,,chirito-de-coleira,Collared Gnatwren,BR,,
4130,CBRO#4089,Subespécie,"Microbates collaris collaris (Pelzeln, 1868)",Microbates collaris collaris,Pelzeln,1868,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Microbates,collaris,collaris,,,,,
4131,CBRO#4090,Subespécie,"Microbates collaris torquatus Sclater & Salvin, 1873",Microbates collaris torquatus,Sclater & Salvin,1873,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Microbates,collaris,torquatus,,,,,
4132,CBRO#4091,Subespécie,"Microbates collaris perlatus Todd, 1927",Microbates collaris perlatus,Todd,1927,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Microbates,collaris,perlatus,,,,,
4133,CBRO#4092,Gênero,"Ramphocaenus Vieillot, 1819",Ramphocaenus,Vieillot,1819,2,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,,,,,,,
4134,CBRO#4093,Espécie,"Ramphocaenus melanurus Vieillot, 1819",Ramphocaenus melanurus,Vieillot,1819,5,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,melanurus,,chirito,Long-billed Gnatwren,BR,,
4135,CBRO#4094,Subespécie,"Ramphocaenus melanurus duidae Zimmer, 1937",Ramphocaenus melanurus duidae,Zimmer,1937,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,melanurus,duidae,,,,,
4136,CBRO#4095,Subespécie,"Ramphocaenus melanurus albiventris Sclater, 1883",Ramphocaenus melanurus albiventris,Sclater,1883,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,melanurus,albiventris,,,,,
4137,CBRO#4096,Subespécie,"Ramphocaenus melanurus amazonum Hellmayr, 1907",Ramphocaenus melanurus amazonum,Hellmayr,1907,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,melanurus,amazonum,,,,,
4138,CBRO#4097,Subespécie,"Ramphocaenus melanurus austerus Zimmer, 1937",Ramphocaenus melanurus austerus,Zimmer,1937,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,melanurus,austerus,,,,,
4139,CBRO#4098,Subespécie,"Ramphocaenus melanurus melanurus Vieillot, 1819",Ramphocaenus melanurus melanurus,Vieillot,1819,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,melanurus,melanurus,,,,,
4140,CBRO#4099,Espécie,"Ramphocaenus sticturus Hellmayr, 1902",Ramphocaenus sticturus,Hellmayr,1902,2,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,sticturus,,chirito-do-bambu,Chattering Gnatwren,BR,"Harvey et al. (2014) recomendam que obscurus e sticturus sejam tratadas como uma espécie independente de R. melanurus, baseados em diferenças morfológicas, vocais e ecológicas entre as diferentes formas. Considerando que sticturus tem prioridade nomenclatural, a espécie leva este nome.","Harvey et al. (2014) recommended that the taxa obscurus and sticturus be treated as a species independent from R. melanurus, based on morphological, vocal and ecological differences between these forms. Since sticturus has nomenclatural priority, the newly recognized species bears this name."
4141,CBRO#4100,Subespécie,"Ramphocaenus sticturus obscurus Zimmer, 1931",Ramphocaenus sticturus obscurus,Zimmer,1931,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,sticturus,obscurus,,,,"Um espécime do Acre, depositado no MPEG, representa R. m. obscurus (V. Piacentini e A. Aleixo, obs. pess.).","A specimen from Acre housed at MPEG refers to R. m. obscurus (V. Piacentini and A. Aleixo, pers. obs.)."
4142,CBRO#4101,Subespécie,"Ramphocaenus sticturus sticturus Hellmayr, 1902",Ramphocaenus sticturus sticturus,Hellmayr,1902,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,sticturus,sticturus,,,,,
4143,CBRO#4102,Gênero,"Polioptila Sclater, 1855",Polioptila,Sclater,1855,10,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,,,,,,,
4144,CBRO#4104,Espécie,"Polioptila innotata (Hellmayr, 1901)",Polioptila innotata,Hellmayr,1901,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,innotata,,balança-rabo-de-roraima,Rio Branco Gnatcatcher,BR,Elevada a espécie plena com base nos resultados de Smith et al. (2018). Ver também Moura et al. (2018).,Elevated to full species status based on Smith et al. (2018). See also Moura et al. (2018).
4145,CBRO#4113,Espécie,"Polioptila dumicola (Vieillot, 1817)",Polioptila dumicola,Vieillot,1817,2,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,dumicola,,balança-rabo-de-máscara,Masked Gnatcatcher,BR,,
4146,CBRO#4114,Subespécie,"Polioptila dumicola berlepschi Hellmayr, 1901",Polioptila dumicola berlepschi,Hellmayr,1901,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,dumicola,berlepschi,,,,,
4147,CBRO#4115,Subespécie,"Polioptila dumicola dumicola (Vieillot, 1817)",Polioptila dumicola dumicola,Vieillot,1817,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,dumicola,dumicola,,,,,
4148,CBRO#4106,Espécie,"Polioptila atricapilla (Swainson, 1831)",Polioptila atricapilla,Swainson,1831,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,atricapilla,,balança-rabo-do-nordeste,White-bellied Gnatcatcher,"BR, En",Elevada a espécie plena com base nos resultados de Smith et al. (2018). Ver também Moura et al. (2018).,Elevated to full species status based on Smith et al. (2018). See also Moura et al. (2018).
4149,CBRO#4103,Espécie,"Polioptila plumbea (Gmelin, 1788)",Polioptila plumbea,Gmelin,1788,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,plumbea,,balança-rabo-de-chapéu-preto,Tropical Gnatcatcher,BR,,
4150,CBRO#4107,Espécie,"Polioptila parvirostris Sharpe, 1885",Polioptila parvirostris,Sharpe,1885,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,parvirostris,,balança-rabo-do-acre,Small-billed Gantcatcher,BR,Elevada a espécie plena com base nos resultados de Smith et al. (2018). Ver também Moura et al. (2018).,Elevated to full species status based on Smith et al. (2018). See also Moura et al. (2018).
4151,CBRO#4108,Espécie,"Polioptila lactea Sharpe, 1885",Polioptila lactea,Sharpe,1885,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,lactea,,balança-rabo-leitoso,Creamy-bellied Gnatcatcher,BR,,
4152,CBRO#4109,Espécie,"Polioptila guianensis Todd, 1920",Polioptila guianensis,Todd,1920,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,guianensis,,balança-rabo-guianense,Guianan Gnatcatcher,BR,,
4153,CBRO#4110,Espécie,"Polioptila paraensis Todd, 1937",Polioptila paraensis,Todd,1937,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,paraensis,,balança-rabo-paraense,Para Gnatcatcher,"BR, En",,
4154,CBRO#4111,Espécie,"Polioptila attenboroughi Whittaker, Aleixo, Whitney, Smith & Klicka, 2013",Polioptila attenboroughi,"Whittaker, Aleixo, Whitney, Smith & Klicka",2013,,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,attenboroughi,,balança-rabo-do-inambari,Inambari Gnatcatcher,"BR, En",,
