#,#CBRO,Categoria,Nome do táxon (com autoria),Nome do táxon (sem autoria),Autoria,Data,Totais,Ordem,Subordem,Infraordem,Parvordem,Superfamília,Família,Subfamília,Gênero,Espécie,Subespécie,Nome em Português,English Name,Status,Notas (português),Notes (English)
121,CBRO#0118,Subespécie,"Netta erythrophthalma erythrophthalma (Wied, 1833)",Netta erythrophthalma erythrophthalma,Wied,1833,,Anseriformes,,,,,Anatidae,Anatinae,Netta,erythrophthalma,erythrophthalma,,,,,
122,CBRO#0119,Espécie,"Netta peposaca (Vieillot, 1816)",Netta peposaca,Vieillot,1816,,Anseriformes,,,,,Anatidae,Anatinae,Netta,peposaca,,marrecão,Rosy-billed Pochard,"VI (W), BR",,
123,CBRO#0120,Gênero,"Mergus Linnaeus, 1758",Mergus,Linnaeus,1758,1,Anseriformes,,,,,Anatidae,Anatinae,Mergus,,,,,,,
124,CBRO#0121,Espécie,"Mergus octosetaceus Vieillot, 1817",Mergus octosetaceus,Vieillot,1817,,Anseriformes,,,,,Anatidae,Anatinae,Mergus,octosetaceus,,pato-mergulhão,Brazilian Merganser,BR,,
125,CBRO#0122,Gênero,"Heteronetta Salvadori, 1865",Heteronetta,Salvadori,1865,1,Anseriformes,,,,,Anatidae,Anatinae,Heteronetta,,,,,,,
126,CBRO#0123,Espécie,"Heteronetta atricapilla (Merrem, 1841)",Heteronetta atricapilla,Merrem,1841,,Anseriformes,,,,,Anatidae,Anatinae,Heteronetta,atricapilla,,marreca-de-cabeça-preta,Black-headed Duck,"BR, VI# (W)",,
127,CBRO#0124,Gênero,"Nomonyx Ridgway, 1880",Nomonyx,Ridgway,1880,1,Anseriformes,,,,,Anatidae,Anatinae,Nomonyx,,,,,,,
128,CBRO#0125,Espécie,"Nomonyx dominicus (Linnaeus, 1766)",Nomonyx dominicus,Linnaeus,1766,,Anseriformes,,,,,Anatidae,Anatinae,Nomonyx,dominicus,,marreca-caucau,Masked Duck,BR,,
129,CBRO#0126,Gênero,"Oxyura Bonaparte, 1828",Oxyura,Bonaparte,1828,1,Anseriformes,,,,,Anatidae,Anatinae,Oxyura,,,,,,,
130,CBRO#0127,Espécie,"Oxyura vittata (Philippi, 1860)",Oxyura vittata,Philippi,1860,,Anseriformes,,,,,Anatidae,Anatinae,Oxyura,vittata,,marreca-rabo-de-espinho,Lake Duck,VI# (S),,
131,CBRO#0128,Ordem,"Galliformes Linnaeus, 1758",Galliformes,Linnaeus,1758,30,Galliformes,,,,,,,,,,,,,,
132,CBRO#0129,Família,"Cracidae Rafinesque, 1815",Cracidae,Rafinesque,1815,26,Galliformes,,,,,Cracidae,,,,,,,,,
133,CBRO#0130,Gênero,"Penelope Merrem, 1786",Penelope,Merrem,1786,7,Galliformes,,,,,Cracidae,,Penelope,,,,,,,
134,CBRO#0131,Espécie,"Penelope marail (Statius Muller, 1776)",Penelope marail,Statius Muller,1776,2,Galliformes,,,,,Cracidae,,Penelope,marail,,jacumirim,Marail Guan,BR,,
135,CBRO#0132,Subespécie,"Penelope marail jacupeba Spix, 1825",Penelope marail jacupeba,Spix,1825,,Galliformes,,,,,Cracidae,,Penelope,marail,jacupeba,,,,,
136,CBRO#0133,Subespécie,"Penelope marail marail (Statius Muller, 1776)",Penelope marail marail,Statius Muller,1776,,Galliformes,,,,,Cracidae,,Penelope,marail,marail,,,,Espécimes do norte do Amapá foram referidos à forma nominal (Vaurie 1966).,Specimens from northern Amapá were assigned to the nominate form (Vaurie 1966).
137,CBRO#0134,Espécie,"Penelope superciliaris Temminck, 1815",Penelope superciliaris,Temminck,1815,6,Galliformes,,,,,Cracidae,,Penelope,superciliaris,,jacupemba,Rusty-margined Guan,BR,,
138,CBRO#0135,Subespécie,"Penelope superciliaris pseudonyma Neumann, 1933",Penelope superciliaris pseudonyma,Neumann,1933,,Galliformes,,,,,Cracidae,,Penelope,superciliaris,pseudonyma,,,,"Evangelista-Vargas et al. (2017) demonstram a prioridade do nome P. s. pseudonyma sobre P. s. cyanosparius Nardelli, 1993.","Evangelista-Vargas et al. (2017) advocated the priority of P. s. pseudonyma over P. s. cyanosparius Nardelli, 1993."
139,CBRO#0136,Subespécie,"Penelope superciliaris superciliaris Temminck, 1815",Penelope superciliaris superciliaris,Temminck,1815,,Galliformes,,,,,Cracidae,,Penelope,superciliaris,superciliaris,,,,,
140,CBRO#0137,Subespécie,"Penelope superciliaris ochromitra Neumann, 1933",Penelope superciliaris ochromitra,Neumann,1933,,Galliformes,,,,,Cracidae,,Penelope,superciliaris,ochromitra,,,,,
141,CBRO#0138,Subespécie,"Penelope superciliaris alagoensis Nardelli, 1993",Penelope superciliaris alagoensis,Nardelli,1993,,Galliformes,,,,,Cracidae,,Penelope,superciliaris,alagoensis,,,,,
142,CBRO#0139,Subespécie,"Penelope superciliaris jacupemba Spix, 1825",Penelope superciliaris jacupemba,Spix,1825,,Galliformes,,,,,Cracidae,,Penelope,superciliaris,jacupemba,,,,,
143,CBRO#0140,Subespécie,"Penelope superciliaris major Bertoni, 1901",Penelope superciliaris major,Bertoni,1901,,Galliformes,,,,,Cracidae,,Penelope,superciliaris,major,,,,,
144,CBRO#0141,Espécie,"Penelope jacquacu Spix, 1825",Penelope jacquacu,Spix,1825,3,Galliformes,,,,,Cracidae,,Penelope,jacquacu,,jacu-de-spix,Spix's Guan,BR,,
145,CBRO#0142,Subespécie,"Penelope jacquacu granti Berlepsch, 1908",Penelope jacquacu granti,Berlepsch,1908,,Galliformes,,,,,Cracidae,,Penelope,jacquacu,granti,,,,,
146,CBRO#0143,Subespécie,"Penelope jacquacu orienticola Todd, 1932",Penelope jacquacu orienticola,Todd,1932,,Galliformes,,,,,Cracidae,,Penelope,jacquacu,orienticola,,,,,
147,CBRO#0144,Subespécie,"Penelope jacquacu jacquacu Spix, 1825",Penelope jacquacu jacquacu,Spix,1825,,Galliformes,,,,,Cracidae,,Penelope,jacquacu,jacquacu,,,,,
148,CBRO#0145,Espécie,"Penelope obscura Temminck, 1815",Penelope obscura,Temminck,1815,,Galliformes,,,,,Cracidae,,Penelope,obscura,,jacuguaçu,Dusky-legged Guan,BR,"Evangelista-Vargas & Silveira (2018) revisaram os táxons tradicionalmente agrupados sob P. obscura e mostraram que bridgesi da vertente oriental dos Andes no sul da Bolívia e noroeste da Argentina é especificamente distinto e que bronzina é um sinônimo júnior de obscura, tornando a espécie monotípica.","Evangelista-Vargas and Silveira (2018) reviewed the taxa traditionally grouped under P. obscura and showed that bridgesi from the eastern slope of the Andes in southern Bolivia and northwestern Argentina is specifically distinct and that bronzina is a junior synonym of obscura, thus making the species monotypic."
149,CBRO#0148,Espécie,"Penelope pileata Wagler, 1830",Penelope pileata,Wagler,1830,,Galliformes,,,,,Cracidae,,Penelope,pileata,,jacupiranga,White-crested Guan,"BR, En",,
150,CBRO#0149,Espécie,"Penelope ochrogaster Pelzeln, 1870",Penelope ochrogaster,Pelzeln,1870,,Galliformes,,,,,Cracidae,,Penelope,ochrogaster,,jacu-de-barriga-castanha,Chestnut-bellied Guan,"BR, En",,
151,CBRO#0150,Espécie,"Penelope jacucaca Spix, 1825",Penelope jacucaca,Spix,1825,,Galliformes,,,,,Cracidae,,Penelope,jacucaca,,jacucaca,White-browed Guan,"BR, En",,
152,CBRO#0151,Gênero,"Aburria Reichenbach, 1853",Aburria,Reichenbach,1853,3,Galliformes,,,,,Cracidae,,Aburria,,,,,,,
153,CBRO#0152,Espécie,"Aburria cumanensis (Jacquin, 1784)",Aburria cumanensis,Jacquin,1784,2,Galliformes,,,,,Cracidae,,Aburria,cumanensis,,jacutinga-de-garganta-azul,Blue-throated Piping-Guan,BR,,
154,CBRO#0153,Subespécie,"Aburria cumanensis cumanensis (Jacquin, 1784)",Aburria cumanensis cumanensis,Jacquin,1784,,Galliformes,,,,,Cracidae,,Aburria,cumanensis,cumanensis,,,,,
155,CBRO#0154,Subespécie,"Aburria cumanensis grayi (Pelzeln, 1870)",Aburria cumanensis grayi,Pelzeln,1870,,Galliformes,,,,,Cracidae,,Aburria,cumanensis,grayi,,,,,
156,CBRO#0155,Espécie,"Aburria cujubi (Pelzeln, 1858)",Aburria cujubi,Pelzeln,1858,2,Galliformes,,,,,Cracidae,,Aburria,cujubi,,cujubi,Red-throated Piping-Guan,BR,,
157,CBRO#0156,Subespécie,"Aburria cujubi cujubi (Pelzeln, 1858)",Aburria cujubi cujubi,Pelzeln,1858,,Galliformes,,,,,Cracidae,,Aburria,cujubi,cujubi,,,,,
158,CBRO#0157,Subespécie,"Aburria cujubi nattereri Reichenbach, 1862",Aburria cujubi nattereri,Reichenbach,1862,,Galliformes,,,,,Cracidae,,Aburria,cujubi,nattereri,,,,,
159,CBRO#0158,Espécie,"Aburria jacutinga (Spix, 1825)",Aburria jacutinga,Spix,1825,,Galliformes,,,,,Cracidae,,Aburria,jacutinga,,jacutinga,Black-fronted Piping-Guan,BR,,
160,CBRO#0159,Gênero,"Ortalis Merrem, 1786",Ortalis,Merrem,1786,8,Galliformes,,,,,Cracidae,,Ortalis,,,,,,,
161,CBRO#0160,Espécie,"Ortalis canicollis (Wagler, 1830)",Ortalis canicollis,Wagler,1830,1,Galliformes,,,,,Cracidae,,Ortalis,canicollis,,aracuã-do-pantanal,Chaco Chachalaca,BR,,
162,CBRO#0161,Subespécie,"Ortalis canicollis pantanalensis Cherrie & Reichenberger, 1921",Ortalis canicollis pantanalensis,Cherrie & Reichenberger,1921,,Galliformes,,,,,Cracidae,,Ortalis,canicollis,pantanalensis,,,,,
163,CBRO#0162,Espécie,"Ortalis guttata (Spix, 1825)",Ortalis guttata,Spix,1825,1,Galliformes,,,,,Cracidae,,Ortalis,guttata,,aracuã-pintado,Speckled Chachalaca,BR,,
164,CBRO#0163,Subespécie,"Ortalis guttata guttata (Spix, 1825)",Ortalis guttata guttata,Spix,1825,,Galliformes,,,,,Cracidae,,Ortalis,guttata,guttata,,,,,
165,CBRO#0165,Espécie,"Ortalis remota Pinto, 1960",Ortalis remota,Pinto,1960,,Galliformes,,,,,Cracidae,,Ortalis,remota,,aracuã-guarda-faca,Pinto's Chachalaca,"BR, En",Silveira et al. (2017) demonstram que O. remota é uma espécie válida.,Silveira et al. (2017) concluded that O. remota is a valid species.
166,CBRO#0166,Espécie,"Ortalis araucuan (Spix, 1825)",Ortalis araucuan,Spix,1825,,Galliformes,,,,,Cracidae,,Ortalis,araucuan,,aracuã-de-barriga-branca,East Brazilian Chachalaca,"BR, En",,
167,CBRO#0167,Espécie,"Ortalis squamata (Lesson, 1829)",Ortalis squamata,Lesson,1829,,Galliformes,,,,,Cracidae,,Ortalis,squamata,,aracuã-escamoso,Scaled Chachalaca,"BR, En","Os supostos registros paraguaios, todos antigos, foram considerados hipotéticos por Hayes (1995); por essa razão, a espécie é aqui listada como endêmica do Brasil.","Records from Paraguay were considered hypothetical by Hayes (1995). Hence, the species is listed here as endemic to Brazil."
168,CBRO#0168,Espécie,"Ortalis motmot (Linnaeus, 1766)",Ortalis motmot,Linnaeus,1766,,Galliformes,,,,,Cracidae,,Ortalis,motmot,,aracuã-pequeno,Variable Chachalaca,BR,,
169,CBRO#0170,Espécie,"Ortalis ruficeps (Wagler, 1830)",Ortalis ruficeps,Wagler,1830,,Galliformes,,,,,Cracidae,,Ortalis,ruficeps,,aracuãzinho,Chestnut-headed Chachalaca,BR,"Tomotani et al. (2020), com base em análise morfométrica e da plumagem, demonstram que O. ruficeps deve ser reconhecido como espécie independente de O. motmot.","Tomotani et al. (2020), based on plumage characters and morphometry, showed that O. ruficeps should be considered a species separate from O. motmot."
170,CBRO#0171,Espécie,"Ortalis superciliaris (Gray, 1867)",Ortalis superciliaris,Gray,1867,,Galliformes,,,,,Cracidae,,Ortalis,superciliaris,,aracuã-de-sobrancelhas,Buff-browed Chachalaca,"BR, En",,
171,CBRO#0172,Gênero,"Nothocrax Burmeister, 1856",Nothocrax,Burmeister,1856,1,Galliformes,,,,,Cracidae,,Nothocrax,,,,,,,
172,CBRO#0173,Espécie,"Nothocrax urumutum (Spix, 1825)",Nothocrax urumutum,Spix,1825,,Galliformes,,,,,Cracidae,,Nothocrax,urumutum,,urumutum,Nocturnal Curassow,BR,,
173,CBRO#0174,Gênero,"Crax Linnaeus, 1758",Crax,Linnaeus,1758,4,Galliformes,,,,,Cracidae,,Crax,,,,,,,
174,CBRO#0175,Espécie,"Crax alector Linnaeus, 1766",Crax alector,Linnaeus,1766,2,Galliformes,,,,,Cracidae,,Crax,alector,,mutum-poranga,Black Curassow,BR,,
175,CBRO#0176,Subespécie,"Crax alector erythrognatha Sclater & Salvin, 1877",Crax alector erythrognatha,Sclater & Salvin,1877,,Galliformes,,,,,Cracidae,,Crax,alector,erythrognatha,,,,,
176,CBRO#0177,Subespécie,"Crax alector alector Linnaeus, 1766",Crax alector alector,Linnaeus,1766,,Galliformes,,,,,Cracidae,,Crax,alector,alector,,,,,
177,CBRO#0178,Espécie,"Crax globulosa Spix, 1825",Crax globulosa,Spix,1825,,Galliformes,,,,,Cracidae,,Crax,globulosa,,mutum-de-fava,Wattled Curassow,BR,,
178,CBRO#0179,Espécie,"Crax fasciolata Spix, 1825",Crax fasciolata,Spix,1825,3,Galliformes,,,,,Cracidae,,Crax,fasciolata,,mutum-de-penacho,Bare-faced Curassow,BR,,
179,CBRO#0180,Subespécie,"Crax fasciolata fasciolata Spix, 1825",Crax fasciolata fasciolata,Spix,1825,,Galliformes,,,,,Cracidae,,Crax,fasciolata,fasciolata,,,,,
180,CBRO#0181,Subespécie,"Crax fasciolata pinima Pelzeln, 1870",Crax fasciolata pinima,Pelzeln,1870,,Galliformes,,,,,Cracidae,,Crax,fasciolata,pinima,,,,,
181,CBRO#0182,Subespécie,"Crax fasciolata xavieri Nardelli, 1993",Crax fasciolata xavieri,Nardelli,1993,,Galliformes,,,,,Cracidae,,Crax,fasciolata,xavieri,,,,"Táxon descrito a partir de exemplares de cativeiro, dos quais não se tem notícia. De validade duvidosa, pode ser apenas uma variação da forma nominal, mas a sua suposta distribuição geográfica indica a necessidade de mais estudos.","Taxon described from captive specimens, which have subsequently disappeared. Of doubtful validity, it could represent a variant of the nominate form, but its supposed geographic distribution indicates the need for further studies."
182,CBRO#0183,Espécie,"Crax blumenbachii Spix, 1825",Crax blumenbachii,Spix,1825,,Galliformes,,,,,Cracidae,,Crax,blumenbachii,,mutum-de-bico-vermelho,Red-billed Curassow,"BR, En",,
183,CBRO#0184,Gênero,"Pauxi Temminck, 1813",Pauxi,Temminck,1813,3,Galliformes,,,,,Cracidae,,Pauxi,,,,,,,
184,CBRO#0185,Espécie,"Pauxi tomentosa (Spix, 1825)",Pauxi tomentosa,Spix,1825,,Galliformes,,,,,Cracidae,,Pauxi,tomentosa,,mutum-do-norte,Crestless Curassow,BR,,
185,CBRO#0186,Espécie,"Pauxi tuberosa (Spix, 1825)",Pauxi tuberosa,Spix,1825,,Galliformes,,,,,Cracidae,,Pauxi,tuberosa,,mutum-cavalo,Razor-billed Curassow,BR,,
186,CBRO#0187,Espécie,"Pauxi mitu (Linnaeus, 1766)",Pauxi mitu,Linnaeus,1766,,Galliformes,,,,,Cracidae,,Pauxi,mitu,,mutum-do-nordeste,Alagoas Curassow,"BR, En",Esta espécie foi recentemente reintroduzida na natureza (Francisco et al. 2020).,This species was recently reintroduced into the wild (Francisco et al. 2020).
187,CBRO#0188,Família,"Odontophoridae Gould, 1844",Odontophoridae,Gould,1844,4,Galliformes,,,,,Odontophoridae,,,,,,,,,
188,CBRO#0189,Gênero,"Colinus Goldfuss, 1820",Colinus,Goldfuss,1820,1,Galliformes,,,,,Odontophoridae,,Colinus,,,,,,,
189,CBRO#0190,Espécie,"Colinus cristatus (Linnaeus, 1766)",Colinus cristatus,Linnaeus,1766,1,Galliformes,,,,,Odontophoridae,,Colinus,cristatus,,uru-do-campo,Crested Bobwhite,BR,,
190,CBRO#0191,Subespécie,"Colinus cristatus sonnini (Temminck, 1815)",Colinus cristatus sonnini,Temminck,1815,,Galliformes,,,,,Odontophoridae,,Colinus,cristatus,sonnini,,,,,
191,CBRO#0192,Gênero,"Odontophorus Vieillot, 1816",Odontophorus,Vieillot,1816,3,Galliformes,,,,,Odontophoridae,,Odontophorus,,,,,,,
192,CBRO#0193,Espécie,"Odontophorus gujanensis (Gmelin, 1789)",Odontophorus gujanensis,Gmelin,1789,3,Galliformes,,,,,Odontophoridae,,Odontophorus,gujanensis,,uru-corcovado,Marbled Wood-Quail,BR,,
193,CBRO#0194,Subespécie,"Odontophorus gujanensis medius Chapman, 1929",Odontophorus gujanensis medius,Chapman,1929,,Galliformes,,,,,Odontophoridae,,Odontophorus,gujanensis,medius,,,,,
194,CBRO#0195,Subespécie,"Odontophorus gujanensis gujanensis (Gmelin, 1789)",Odontophorus gujanensis gujanensis,Gmelin,1789,,Galliformes,,,,,Odontophoridae,,Odontophorus,gujanensis,gujanensis,,,,,
195,CBRO#4880,Subespécie,"Odontophorus gujanensis buckleyi Chubb, 1919",Odontophorus gujanensis buckleyi,Chubb,1919,,Galliformes,,,,,Odontophoridae,,Odontophorus,gujanensis,buckleyi,,,,Inadvertidamente omitido em Piacentini et al. (2015).,Inadvertently omitted in Piacentini et al. (2015).
196,CBRO#0196,Espécie,"Odontophorus capueira (Spix, 1825)",Odontophorus capueira,Spix,1825,2,Galliformes,,,,,Odontophoridae,,Odontophorus,capueira,,uru,Spot-winged Wood-Quail,BR,,
197,CBRO#0197,Subespécie,"Odontophorus capueira plumbeicollis Cory, 1915",Odontophorus capueira plumbeicollis,Cory,1915,,Galliformes,,,,,Odontophoridae,,Odontophorus,capueira,plumbeicollis,,,,,
198,CBRO#0198,Subespécie,"Odontophorus capueira capueira (Spix, 1825)",Odontophorus capueira capueira,Spix,1825,,Galliformes,,,,,Odontophoridae,,Odontophorus,capueira,capueira,,,,,
199,CBRO#0199,Espécie,"Odontophorus stellatus (Gould, 1843)",Odontophorus stellatus,Gould,1843,,Galliformes,,,,,Odontophoridae,,Odontophorus,stellatus,,uru-de-topete,Starred Wood-Quail,BR,,
200,CBRO#0217,Ordem,"Phoenicopteriformes Fürbringer, 1888",Phoenicopteriformes,Fürbringer,1888,4,Phoenicopteriformes,,,,,,,,,,,,,,
201,CBRO#0218,Família,"Phoenicopteridae Bonaparte, 1831",Phoenicopteridae,Bonaparte,1831,4,Phoenicopteriformes,,,,,Phoenicopteridae,,,,,,,,,
202,CBRO#0219,Gênero,"Phoenicopterus Linnaeus, 1758",Phoenicopterus,Linnaeus,1758,2,Phoenicopteriformes,,,,,Phoenicopteridae,,Phoenicopterus,,,,,,,
203,CBRO#0221,Espécie,"Phoenicopterus chilensis Molina, 1782",Phoenicopterus chilensis,Molina,1782,,Phoenicopteriformes,,,,,Phoenicopteridae,,Phoenicopterus,chilensis,,flamingo-chileno,Chilean Flamingo,VI (W),,
204,CBRO#0220,Espécie,"Phoenicopterus ruber Linnaeus, 1758",Phoenicopterus ruber,Linnaeus,1758,,Phoenicopteriformes,,,,,Phoenicopteridae,,Phoenicopterus,ruber,,flamingo,American Flamingo,"VI# (N), BR?",,
205,CBRO#0222,Gênero,"Phoenicoparrus Bonaparte, 1856",Phoenicoparrus,Bonaparte,1856,2,Phoenicopteriformes,,,,,Phoenicopteridae,,Phoenicoparrus,,,,,,,
206,CBRO#0223,Espécie,"Phoenicoparrus andinus (Philippi, 1854)",Phoenicoparrus andinus,Philippi,1854,,Phoenicopteriformes,,,,,Phoenicopteridae,,Phoenicoparrus,andinus,,flamingo-dos-andes,Andean Flamingo,VA (W),,
207,CBRO#0224,Espécie,"Phoenicoparrus jamesi (Sclater, 1886)",Phoenicoparrus jamesi,Sclater,1886,,Phoenicopteriformes,,,,,Phoenicopteridae,,Phoenicoparrus,jamesi,,flamingo-da-puna,James's Flamingo,VA (W),,
208,CBRO#0200,Ordem,"Podicipediformes Fürbringer, 1888",Podicipediformes,Fürbringer,1888,5,Podicipediformes,,,,,,,,,,,,,,
209,CBRO#0201,Família,"Podicipedidae Bonaparte, 1831",Podicipedidae,Bonaparte,1831,5,Podicipediformes,,,,,Podicipedidae,,,,,,,,,
210,CBRO#0202,Gênero,"Rollandia Bonaparte, 1856",Rollandia,Bonaparte,1856,1,Podicipediformes,,,,,Podicipedidae,,Rollandia,,,,,,,
211,CBRO#0203,Espécie,"Rollandia rolland (Quoy & Gaimard, 1824)",Rollandia rolland,Quoy & Gaimard,1824,1,Podicipediformes,,,,,Podicipedidae,,Rollandia,rolland,,mergulhão-de-orelha-branca,White-tufted Grebe,BR,,
212,CBRO#0204,Subespécie,"Rollandia rolland chilensis (Lesson, 1828)",Rollandia rolland chilensis,Lesson,1828,,Podicipediformes,,,,,Podicipedidae,,Rollandia,rolland,chilensis,,,,,
213,CBRO#0205,Gênero,"Tachybaptus Reichenbach, 1853",Tachybaptus,Reichenbach,1853,1,Podicipediformes,,,,,Podicipedidae,,Tachybaptus,,,,,,,
214,CBRO#0206,Espécie,"Tachybaptus dominicus (Linnaeus, 1766)",Tachybaptus dominicus,Linnaeus,1766,1,Podicipediformes,,,,,Podicipedidae,,Tachybaptus,dominicus,,mergulhão-pequeno,Least Grebe,BR,,
215,CBRO#0207,Subespécie,"Tachybaptus dominicus brachyrhynchus (Chapman, 1899)",Tachybaptus dominicus brachyrhynchus,Chapman,1899,,Podicipediformes,,,,,Podicipedidae,,Tachybaptus,dominicus,brachyrhynchus,,,,,
216,CBRO#0208,Gênero,"Podilymbus Lesson, 1831",Podilymbus,Lesson,1831,1,Podicipediformes,,,,,Podicipedidae,,Podilymbus,,,,,,,
217,CBRO#0209,Espécie,"Podilymbus podiceps (Linnaeus, 1758)",Podilymbus podiceps,Linnaeus,1758,1,Podicipediformes,,,,,Podicipedidae,,Podilymbus,podiceps,,mergulhão-caçador,Pied-billed Grebe,BR,,
218,CBRO#0210,Subespécie,"Podilymbus podiceps antarcticus (Lesson, 1842)",Podilymbus podiceps antarcticus,Lesson,1842,,Podicipediformes,,,,,Podicipedidae,,Podilymbus,podiceps,antarcticus,,,,,
219,CBRO#0211,Gênero,"Podicephorus Bochenski, 1994",Podicephorus,Bochenski,1994,1,Podicipediformes,,,,,Podicipedidae,,Podicephorus,,,,,,,
220,CBRO#0212,Espécie,"Podicephorus major (Boddaert, 1783)",Podicephorus major,Boddaert,1783,1,Podicipediformes,,,,,Podicipedidae,,Podicephorus,major,,mergulhão-grande,Great Grebe,BR,,
221,CBRO#0213,Subespécie,"Podicephorus major major (Boddaert, 1783)",Podicephorus major major,Boddaert,1783,,Podicipediformes,,,,,Podicipedidae,,Podicephorus,major,major,,,,,
222,CBRO#0214,Gênero,"Podiceps Latham, 1787",Podiceps,Latham,1787,1,Podicipediformes,,,,,Podicipedidae,,Podiceps,,,,,,,
223,CBRO#0215,Espécie,"Podiceps occipitalis Garnot, 1826",Podiceps occipitalis,Garnot,1826,1,Podicipediformes,,,,,Podicipedidae,,Podiceps,occipitalis,,mergulhão-de-orelha-amarela,Silvery Grebe,VA (S),,
224,CBRO#0216,Subespécie,"Podiceps occipitalis occipitalis Garnot, 1826",Podiceps occipitalis occipitalis,Garnot,1826,,Podicipediformes,,,,,Podicipedidae,,Podiceps,occipitalis,occipitalis,,,,,
225,CBRO#0880,Ordem,"Columbiformes Latham, 1790",Columbiformes,Latham,1790,23,Columbiformes,,,,,,,,,,,,,Nova sequência linear reflete os resultados de Sweet et al. (2017).,New linear sequence reflects the results of Sweet et al. (2017).
226,CBRO#0881,Família,"Columbidae Leach, 1820",Columbidae,Leach,1820,23,Columbiformes,,,,,Columbidae,,,,,,,,"Cracraft (2013) e Dickinson & Remsen (2013) reconhecem três subfamílias, duas delas ocorrendo em território brasileiro: Columbinae e Peristerinae. Dickinson & Raty (2015) sustentam que Claravinae, não Peristerinae, é o nome correto da subfamília.","Cracraft (2013) and Dickinson and Remsen (2013) recognize three subfamilies, two of which occur in Brazil: Columbinae and Peristerinae. Dickinson and Raty (2015) argued that Claravinae instead of Peristerinae is the correct name for this subfamily."
227,CBRO#4881,Subfamília,"Columbinae Leach, 1820",Columbinae,Leach,1820,14,Columbiformes,,,,,Columbidae,Columbinae,,,,,,,,
228,CBRO#0903,Gênero,"Columba Linnaeus, 1758",Columba,Linnaeus,1758,1,Columbiformes,,,,,Columbidae,Columbinae,Columba,,,,,,,
229,CBRO#0904,Espécie,"Columba livia Gmelin, 1789",Columba livia,Gmelin,1789,1,Columbiformes,,,,,Columbidae,Columbinae,Columba,livia,,pombo-doméstico,Rock Pigeon,"BR, In",,
230,CBRO#0905,Subespécie,"Columba livia livia Gmelin, 1789",Columba livia livia,Gmelin,1789,,Columbiformes,,,,,Columbidae,Columbinae,Columba,livia,livia,,,,,
231,CBRO#0906,Gênero,"Patagioenas Reichenbach, 1853",Patagioenas,Reichenbach,1853,7,Columbiformes,,,,,Columbidae,Columbinae,Patagioenas,,,,,,,
