cbro_code,nvt,name_ptbr,name_english,status,list_type,category,order,suborder,infraorder,parvorder,superfamily,family,subfamily,genera,species,popular_2015,technical_2015,english_cbro_2015,species_code,name_sci,range,name_spanish,name_german,name_italian,name_french,name_czech,name_danish,name_dutch,name_estonian,name_finnish,name_hungarian,name_chinese,name_japanese,name_norwegian,name_polish,name_russian,name_slovak,name_swedish
CBRO#4014,Hirundo rustica,andorinha-de-bando,Barn Swallow,VI (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Hirundo,rustica,andorinha-de-bando,Hirundo rustica,Barn Swallow,barswa,Hirundo rustica,,Golondrina Común,Rauchschwalbe,Rondine,Hirondelle rustique,vlaštovka obecná,Landsvale,Boerenzwaluw,suitsupääsuke,haarapääsky,füsti fecske,家燕,ツバメ,Låvesvale,dymówka,Деревенская ласточка,lastovička obyčajná,Ladusvala
CBRO#4017,Petrochelidon pyrrhonota,andorinha-de-dorso-acanelado,Cliff Swallow,VI (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Petrochelidon,pyrrhonota,andorinha-de-dorso-acanelado,Petrochelidon pyrrhonota,Cliff Swallow,cliswa,Petrochelidon pyrrhonota,,Golondrina Risquera,Fahlstirnschwalbe,Rondine rupestre americana,Hirondelle à front blanc,vlaštovka pestrá,Stensvale,Amerikaanse Klifzwaluw,ameerika kaljupääsuke,amerikanpääsky,sziklafecske,美洲燕,サンショクツバメ,Mursvale,jaskółka rdzawoszyja,Белолобая ласточка,lastovička bralová,Stensvala
CBRO#4021,Microcerculus marginatus,uirapuru-veado,Scaly-breasted Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,marginatus,uirapuru-veado,Microcerculus marginatus,Scaly-breasted Wren,scbwre1,Microcerculus marginatus,,Cucarachero Ruiseñor Sureño,Schuppenbrust-Zaunkönig,Scricciolo pettosquamato,Troglodyte siffleur,střízlík šupinkatý,Sydlig Tropegærdesmutte,Zuidelijke Nachtegaalwinterkoning,,satakielipeukaloinen,füttyentő ökörszem,鳞胸鹪鹩,ミナミナキミソサザイ,Plystresmett,fletniczek białogardły,Соловьиный крапивник-флейтист,oriešok spevavý,Sydlig näktergalsgärdsmyg
CBRO#4023,Microcerculus ustulatus,flautista-do-tepui,Flutist Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,ustulatus,flautista-do-tepui,Microcerculus ustulatus,Flutist Wren,fluwre1,Microcerculus ustulatus,,Cucarachero Flautista,Flötenzaunkönig,Scricciolo flautista,Troglodyte flûtiste,střízlík flétnohlasý,Fløjtegærdesmutte,Fluitwinterkoning,,huilupeukaloinen,fuvolázó ökörszem,笛声鹪鹩,フエフキミソサザイ,Glissandosmett,fletniczek kasztanowaty,Обыкновенный крапивник-флейтист,oriešok flautový,Flöjtgärdsmyg
CBRO#4026,Microcerculus bambla,uirapuru-de-asa-branca,Wing-banded Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Microcerculus,bambla,uirapuru-de-asa-branca,Microcerculus bambla,Wing-banded Wren,wibwre1,Microcerculus bambla,,Cucarachero Alifranjeado,Weißbinden-Zaunkönig,Scricciolo alifasciate,Troglodyte bambla,střízlík bělopásý,Båndgærdesmutte,Witbandwinterkoning,,marmoripeukaloinen,fehércsíkos ökörszem,斑翅鹪鹩,シロオビナキミソサザイ,Båndvingesmett,fletniczek prążkoskrzydły,Белополосый крапивник-флейтист,oriešok páskový,Bamblagärdsmyg
CBRO#4030,Odontorchilus cinereus,cambaxirra-cinzenta,Tooth-billed Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Odontorchilus,cinereus,cambaxirra-cinzenta,Odontorchilus cinereus,Tooth-billed Wren,tobwre1,Odontorchilus cinereus,Lowlands of Amazonian Brazil s of the Amazon and e Bolivia,Cucarachero Dentado,Zahnschnabel-Zaunkönig,Scricciolo dentato,Troglodyte denté,střízlík křivozobý,Brasiliansk Gråsmutte,Amazonewinterkoning,,brasiliankerttupeukaloinen,fogascsőrű ökörszem,锯嘴鹪鹩,オナガミソサザイ,Sotryggsmett,popielak amazoński,Мышиный зубчатоклювый крапивник,oriešok zúbkozobý,Amazontandgärdsmyg
CBRO#4032,Troglodytes musculus,corruíra,Southern House Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,musculus,corruíra,Troglodytes musculus,Southern House Wren,houwre4,Troglodytes aedon [musculus Group],,,,,,,,,,,,,,,,,,
CBRO#4036,Troglodytes rufulus,corruíra-do-tepui,Tepui Wren,BR#,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Troglodytes,rufulus,corruíra-do-tepui,Troglodytes rufulus,Tepui Wren,tepwre1,Troglodytes rufulus,,Chochín de Tepuí,Tepuizaunkönig,Scricciolo dei tepui,Troglodyte des tépuis,střízlík tepuový,Tepuígærdesmutte,Tepuiwinterkoning,,tepuinpeukaloinen,tepui ökörszem,淡红鹪鹩,アカチャミソサザイ,Tepuismett,strzyżyk wenezuelski,Рораимский крапивник,oriešok gaštanový,Tepuigärdsmyg
CBRO#4040,Cistothorus platensis,corruíra-do-campo,Sedge Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cistothorus,platensis,corruíra-do-campo,Cistothorus platensis,Sedge Wren,sedwre1,Cistothorus stellaris,E Canada to e US; winters Florida to ne Mexico,Cucarachero Sabanero,Seggenzaunkönig,Scricciolo pagliarolo,Troglodyte à bec court,střízlík ostřicový,Kortnæbbet Græssmutte,Zeggewinterkoning,,sarapeukaloinen,,短嘴沼泽鹪鹩,コバシヌマミソサザイ,Sivsmett,strzyżyk nadrzeczny,Травяной короткоклювый крапивник,oriešok bahenný,Starrgärdsmyg
CBRO#4044,Campylorhynchus griseus,garrincha-dos-lhanos,Bicolored Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,griseus,garrincha-dos-lhanos,Campylorhynchus griseus,Bicolored Wren,bicwre1,Campylorhynchus griseus,,Cucarachero Currucuchú,Brauenzaunkönig,Scricciolo bicolore,Troglodyte bicolore,střízlík kolumbijský,Broget Kaktussmutte,Tweekleurige Winterkoning,,tyrannipeukaloinen,barna ökörszem,灰曲嘴鹪鹩,オオサボテンミソサザイ,Venezuelasmett,strzyż dwubarwny,Белобровый кактусовый крапивник,oriešok dvojfarebný,Tvåfärgad gärdsmyg
CBRO#4046,Campylorhynchus turdinus,catatau,Thrush-like Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Campylorhynchus,turdinus,catatau,Campylorhynchus turdinus,Thrush-like Wren,thlwre1,Campylorhynchus turdinus,,Cucarachero Turdino,Drosselzaunkönig,Scricciolo turdino,Troglodyte grivelé,střízlík drozdí,Drosselkaktussmutte,Lijsterwinterkoning,,rastaspeukaloinen,rigó ökörszem,拟鸫曲嘴鹪鹩,シロサボテンミソサザイ,Trostesmett,strzyż drozdowaty,Дроздовидный кактусовый крапивник,oriešok drozdí,Trastgärdsmyg
CBRO#4051,Pheugopedius genibarbis,garrinchão-pai-avô,Moustached Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,genibarbis,garrinchão-pai-avô,Pheugopedius genibarbis,Moustached Wren,mouwre2,Pheugopedius genibarbis,,Cucarachero Bigotudo Brasileño,Wangenstreif-Zaunkönig,Scricciolo dai mustacchi,Troglodyte à moustaches,střízlík vousatý,Skægsmutte,Knevelwinterkoning,,viiksipeukaloinen,,须苇鹪鹩,シロヒゲマユミソサザイ,Skjeggsmett,strzyżal wąsaty,Усатый кустарниковый крапивник,oriešok pruholíci,Mustaschgärdsmyg
CBRO#4055,Pheugopedius coraya,garrinchão-coraia,Coraya Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Pheugopedius,coraya,garrinchão-coraia,Pheugopedius coraya,Coraya Wren,corwre1,Pheugopedius coraya,,Cucarachero Coraya,Corayazaunkönig,Scricciolo coraya,Troglodyte coraya,střízlík proužkolící,Corayasmutte,Corayawinterkoning,,mustaposkipeukaloinen,Coraya-ökörszem,科拉苇鹪鹩,クロヒゲマユミソサザイ,Svartkinnsmett,strzyżal ciemnolicy,Корайский кустарниковый крапивник,oriešok koraja,Corayagärdsmyg
CBRO#4061,Cantorchilus leucotis,garrinchão-de-barriga-vermelha,Buff-breasted Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,leucotis,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,Buff-breasted Wren,bubwre1,Cantorchilus leucotis,,Cucarachero Pechihabano,Weißohr-Zaunkönig,Scricciolo pettocamoscio,Troglodyte à face pâle,střízlík amazonský,Hvidøret Smutte,Witoorwinterkoning,,mangrovepeukaloinen,fehérfülű ökörszem,黄胸苇鹪鹩,ホオジロマユミソサザイ,Okerbrystsmett,pręgostrzyżyk amazoński,Белоухий кустарниковый крапивник,oriešok vodný,Beigebröstad gärdsmyg
CBRO#4066,Cantorchilus longirostris,garrinchão-de-bico-grande,Long-billed Wren,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,longirostris,garrinchão-de-bico-grande,Cantorchilus longirostris,Long-billed Wren,lobwre1,Cantorchilus longirostris,,Cucarachero Piquilargo,Langschnabel-Zaunkönig,Scricciolo beccolungo,Troglodyte à long bec,střízlík dlouhozobý,Langnæbssmutte,Langsnavelwinterkoning,,trillipeukaloinen,hosszúcsőrű ökörszem,长嘴苇鹪鹩,ハシナガマユミソサザイ,Langnebbsmett,pręgostrzyżyk długodzioby,Длинноклювый кустарниковый крапивник,oriešok dlhozobý,Långnäbbad gärdsmyg
CBRO#4065,Cantorchilus guarayanus,garrincha-do-oeste,Fawn-breasted Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,guarayanus,garrincha-do-oeste,Cantorchilus guarayanus,Fawn-breasted Wren,fabwre1,Cantorchilus guarayanus,N Bolivia; adj. sw Brazil (sw Mato Grosso) and Paraguay,Cucarachero del Guarayos,Guarayoszaunkönig,Scricciolo pettofulvo,Troglodyte des Guarayos,střízlík bolivijský,Boliviasmutte,Guarayoswinterkoning,,bolivianpeukaloinen,Guarayo ökörszem,褐胸苇鹪鹩,キムネマユミソサザイ,Boliviasmett,pręgostrzyżyk boliwijski,Гуарайский кустарниковый крапивник,oriešok škvrnitolíci,Guarayosgärdsmyg
CBRO#4069,Cantorchilus griseus,garrincha-cinza,Gray Wren,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cantorchilus,griseus,garrincha-cinza,Cantorchilus griseus,Gray Wren,grywre1,Cantorchilus griseus,W Amazonian Brazil (sw Amazonas),Cucarachero Gris,Grauzaunkönig,Scricciolo grigio,Troglodyte gris,střízlík šedý,Amazonsmutte,Grijze Winterkoning,,harmaapeukaloinen,szürke ökörszem,灰苇鹪鹩,タンビマユミソサザイ,Gråsmett,pręgostrzyżyk szary,Серый кустарниковый крапивник,oriešok sivý,Grå gärdsmyg
CBRO#4071,Henicorhina leucosticta,uirapuru-de-peito-branco,White-breasted Wood-Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Henicorhina,leucosticta,uirapuru-de-peito-branco,Henicorhina leucosticta,White-breasted Wood-Wren,wbwwre1,Henicorhina leucosticta,,Cucarachero Pechiblanco,Waldzaunkönig,Scricciolo boschereccio pettobianco,Troglodyte à poitrine blanche,střízlík běloprsý,Hvidbrystet Skovsmutte,Boswinterkoning,,valkometsäpeukaloinen,fehérhasú erdeiökörszem,白胸林鹩,ムナジロモリミソサザイ,Hvitbrystskogsmett,stokowczyk białopierśny,Белогрудый лесной крапивник,oriešok lesný,Vitbröstad skogsgärdsmyg
CBRO#4074,Cyphorhinus arada,uirapuru-da-guiana,Musician Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,arada,uirapuru,Cyphorhinus arada,Musician Wren,muswre2,Cyphorhinus arada,,Cucarachero Musical,Orpheuszaunkönig,Scricciolo musico,Troglodyte arada,střízlík zpěvný,Stentorsmutte,Orpheuswinterkoning,,laulupeukaloinen,dalos ökörszem,歌鹪鹩,ウタミソサザイ,Orgelsmett,strzyżoń melodyjny,Певчий толстоклювый крапивник,oriešok arada,Orfeusgärdsmyg
CBRO#4079,Cyphorhinus transfluvialis,uirapuru-do-imeri,Imeri Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,transfluvialis,,Cyphorhinus arada transfluvialis,,muswre1,Cyphorhinus arada transfluvialis,SE Colombia (Caquetá) to n Brazil (e Amazonas),,,,,,,,,,,,,,,,,
CBRO#4080,Cyphorhinus modulator,uirapuru-ferrugíneo,Ferruginous Wren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,modulator,,Cyphorhinus arada modulator,,muswre7,Cyphorhinus arada modulator,Tropical e Peru; n Bolivia and w Amazonian Brazil,,,,,,,,,,,,,,,,,
CBRO#4078,Cyphorhinus interpositus,uirapuru-de-orelha-alaranjada,Rondonia Wren,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,interpositus,,Cyphorhinus arada interpositus,,reflio2,Liocichla phoenicea,,,,,,,,,,,,,,,,,,
CBRO#4077,Cyphorhinus griseolateralis,uirapuru-de-flancos-cinza,Gray-flanked Wren,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Troglodytidae,,Cyphorhinus,griseolateralis,,Cyphorhinus arada griseolateralis,,muswre5,Cyphorhinus arada griseolateralis,N Amazonian Brazil in drainage of Rio Tapajós,,,,,,,,,,,,,,,,,
CBRO#4088,Microbates collaris,chirito-de-coleira,Collared Gnatwren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Microbates,collaris,chirito-de-coleira,Microbates collaris,Collared Gnatwren,colgna1,Microbates collaris,,Soterillo Acollarado,Halsband-Degenschnäbler,Pigliamoschini dal collare,Microbate à collier,leskot obojkový,Kravemyresnapper,Zwartborstmuggensluiper,,peukaloiskerttu,örvös szúnyogkapó,领蚋莺,チャイロブユムシクイ,Belteknottsmett,gnomik obrożny,Ошейниковая крапивниковая камышовка,zobálik obojkový,Halsbandsknottsmyg
CBRO#4093,Ramphocaenus melanurus,chirito,Long-billed Gnatwren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,melanurus,chirito,Ramphocaenus melanurus,Long-billed Gnatwren,lobgna5,Ramphocaenus melanurus,,Soterillo Picudo,Schwarzschwanz-Degenschnäbler,Pigliamoschini beccolungo,Microbate à long bec,leskot dlouhozobý,Langnæbbet Myresnapper,Zwartstaartmuggensluiper,,isopeukaloiskerttu,hosszúcsőrű szúnyogkapó,长嘴蚋莺,ハシナガブユムシクイ,Spydknottsmett,gnomik długodzioby,Длинноклювая славка,zobálik lianový,Långnäbbad knottsmyg
CBRO#4099,Ramphocaenus sticturus,chirito-do-bambu,Chattering Gnatwren,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Ramphocaenus,sticturus,chirito-do-bambu,Ramphocaenus sticturus,Chattering Gnatwren,lobgna4,Ramphocaenus sticturus,,,,,,,,,,,,,,,,,,
CBRO#4104,Polioptila innotata,balança-rabo-de-roraima,Rio Branco Gnatcatcher,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,innotata,,Polioptila plumbea innotata,,trogna6,Polioptila plumbea innotata,Extreme e Colombia to s Venezuela and extreme n Brazil,,,,,,,,,,,,,,,,,
CBRO#4113,Polioptila dumicola,balança-rabo-de-máscara,Masked Gnatcatcher,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,dumicola,balança-rabo-de-máscara,Polioptila dumicola,Masked Gnatcatcher,masgna1,Polioptila dumicola,,Perlita Azul,Maskenmückenfänger,Pigliamoschini mascherato,Gobemoucheron masqué,leskot škraboškový,Maskesnerresmutte,Maskermuggenvanger,,naamiosääskikerttu,álarcos szúnyogkapó,花脸蚋莺,ミミグロブユムシクイ,Maskemyggsmett,siwuszka maskowa,Масковая комароловка,sivuška škrabošková,Maskmyggsnappare
CBRO#4106,Polioptila atricapilla,balança-rabo-do-nordeste,White-bellied Gnatcatcher,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,atricapilla,,Polioptila plumbea atricapilla,,trogna5,Polioptila plumbea atricapilla,NE Brazil (Maranhão to Piauí; Ceará; Pernambuco and Bahia),,,,,,,,,,,,,,,,,
CBRO#4103,Polioptila plumbea,balança-rabo-de-chapéu-preto,Tropical Gnatcatcher,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,plumbea,balança-rabo-de-chapéu-preto,Polioptila plumbea,Tropical Gnatcatcher,trogna1,Polioptila plumbea,,Perlita Tropical,Amazonasmückenfänger,Pigliamoschini tropicale,Gobemoucheron tropical,leskot tropický,Blygrå Snerresmutte,Amazonemuggenvanger,,sääskikerttu,trópusi szúnyogkapó,热带蚋莺,カオジロブユムシクイ,Krattmyggsmett,siwuszka tropikalna,Черношапочная комароловка,sivuška tropická,Blygrå myggsnappare
CBRO#4107,Polioptila parvirostris,balança-rabo-do-acre,Small-billed Gantcatcher,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,parvirostris,,Polioptila plumbea parvirostris,,trogna7,Polioptila plumbea parvirostris,western Amazonia; from southern Colombia south to southeastern Peru (Madre de Dios) and east to adjacent Brazil (Acre and western Amazonas),,,,,,,,,,,,,,,,,
CBRO#4108,Polioptila lactea,balança-rabo-leitoso,Creamy-bellied Gnatcatcher,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,lactea,balança-rabo-leitoso,Polioptila lactea,Creamy-bellied Gnatcatcher,crbgna1,Polioptila lactea,Lowlands of se Brazil to e Paraguay and ne Argentina,Perlita Blanca,Rahmbauch-Mückenfänger,Pigliamoschini panciacrema,Gobemoucheron lacté,leskot bělobřichý,Cremebuget Snerresmutte,Crèmebuikmuggenvanger,,bahiansääskikerttu,krémsárga szúnyogkapó,白腹蚋莺,マミジロブユムシクイ,Kremmyggsmett,siwuszka żółtawa,Кремовобрюхая комароловка,sivuška krémová,Gräddbukad myggsnappare
CBRO#4109,Polioptila guianensis,balança-rabo-guianense,Guianan Gnatcatcher,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,guianensis,balança-rabo-guianense,Polioptila guianensis,Guianan Gnatcatcher,guigna3,Polioptila guianensis,The Guianas (Guyana; Suriname and French Guiana) south to the Amazon,Perlita Guayanesa,Cayennemückenfänger,Pigliamoschini della Guyana,Gobemoucheron guyanais,leskot guyanský,Amazonsnerresmutte,Guyanamuggenvanger,,guayanansääskikerttu,,圭亚那蚋莺,ハイイロブユムシクイ,Amazonmyggsmett,siwuszka uboga,Кайеннская комароловка,sivuška sivá,Guianamyggsnappare
CBRO#4110,Polioptila paraensis,balança-rabo-paraense,Para Gnatcatcher,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,paraensis,balança-rabo-paraense,Polioptila paraensis,Para Gnatcatcher,guigna4,Polioptila paraensis,eastern Amazonian Brazil south of the Amazon; and east of the Rio Madeira,Perlita de Pará,Paramückenfänger,,Gobemoucheron du Para,,Parásnerresmutte,Parámuggenvanger,,,,帕拉蚋莺,,,siwuszka brazylijska,,sivuška amazonská,
CBRO#4111,Polioptila attenboroughi,balança-rabo-do-inambari,Inambari Gnatcatcher,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,attenboroughi,balança-rabo-do-inambari,Polioptila attenboroughi,Inambari Gnatcatcher,inagna1,Polioptila attenboroughi,western Amazonian Brazil south of the Amazon; and west of the Madeira River,,,,,,,,,,,,,,,,,
CBRO#4112,Polioptila facilis,balança-rabo-do-rio-negro,Rio Negro Gnatcatcher,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Polioptilidae,,Polioptila,facilis,balança-rabo-do-rio-negro,Polioptila facilis,Rio Negro Gnatcatcher,guigna2,Polioptila facilis,eastern Colombia (Vaupés; Guainía) and southern Venezuela (Amazonas) to extreme northern Brazil (northern Amazonas and west central Roraima),Perlita del Río Negro,Rio-Negro-Mückenfänger,,Gobemoucheron du Rio Negro,,Rio Negro-snerresmutte,Rio-Negromuggenvanger,,,,尼格罗蚋莺,,,siwuszka wenezuelska,,sivuška džungľová,
CBRO#4083,Donacobius atricapilla,japacanim,Black-capped Donacobius,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Donacobiidae,,Donacobius,atricapilla,japacanim,Donacobius atricapilla,Black-capped Donacobius,bkcdon,Donacobius atricapilla,,Angú,Rohrspottdrossel,Donacobio,Donacobe à miroir,střízlík černohlavý,Donacobius,Zwartkopdonacobius,,mustapääpeukaloinen,óriásökörszem,黑顶鹪鹩,ミズベマネシツグミ,Svarthettesmett,mimik,Черноголовый пересмешник,angu mokraďový,Donacobius
