cbro_code,nvt,name_ptbr,name_english,status,list_type,category,order,suborder,infraorder,parvorder,superfamily,family,subfamily,genera,species,popular_2015,technical_2015,english_cbro_2015,species_code,name_sci,range,name_spanish,name_german,name_italian,name_french,name_czech,name_danish,name_dutch,name_estonian,name_finnish,name_hungarian,name_chinese,name_japanese,name_norwegian,name_polish,name_russian,name_slovak,name_swedish
CBRO#3904,Agriornis murinus,gauchinho,Lesser Shrike-tyrant,VA (S),1 Primária,09 Espécie,Passeriformes,Tyranni,Tyrannides,Tyrannida,Tyrannoidea,Tyrannidae,Fluvicolinae,Agriornis,murinus,gauchinho,Agriornis murinus,Lesser Shrike-tyrant,lessht1,Agriornis murinus,S Argentina; winters north to w Paraguay and s Bolivia,Gaucho Chico,Kleinhakentyrann,Tiranno averla minore,Gaucho souris,tyranovec šedohnědý,Musegrå Torntyran,Patagonische Klauwiertiran,,hiirityranni,,小鵙霸鹟,ネズミモズタイランチョウ,Dvergrovtyrann,dzierzbotyran mały,Бурая монжита,pamuchár myšací,Musgrå törntyrann
CBRO#3913,Cyclarhis gujanensis,pitiguari,Rufous-browed Peppershrike,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Cyclarhis,gujanensis,pitiguari,Cyclarhis gujanensis,Rufous-browed Peppershrike,rubpep1,Cyclarhis gujanensis,,Vireón Cejirrufo,Rostbrauenvireo,Vireo averla cigliarossicce,Sourciroux mélodieux,zelenáček rezavobrvý,Rødbrynet Pebertornskade,Roodbrauwpeperklauwier,,pippurivireo,barnafejű gébicsvireó,棕眉鵙雀,アカマユカラシモズ,Rustbrynvireo,cyklara gujańska,Краснобровый попугайный виреон,vireovník spevavý,Rostbrynad vireo
CBRO#3918,Vireolanius leucotis,assobiador-do-castanhal,Slaty-capped Shrike-Vireo,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Vireolanius,leucotis,assobiador-do-castanhal,Vireolanius leucotis,Slaty-capped Shrike-Vireo,scsvir1,Vireolanius leucotis,,Vireón Coronigrís,Schieferkopfvireo,Vireo averla capoardesia,Smaragdan oreillard,zelenáček šedočapkový,Gråhovedet Tornskadevireo,Grijskapklauwiervireo,,keltalepinkäisvireo,fehérfülű gébicsvireó,灰顶鵙雀,キマユミドリモズ,Skiferkronevireo,gwizdodzierzba zmienna,Серошапочный сорокопутовый виреон,vireovec bielolíci,Gråhuvad törnskatsvireo
CBRO#3922,Hylophilus amaurocephalus,vite-vite-de-olho-cinza,Gray-eyed Greenlet,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Hylophilus,amaurocephalus,vite-vite-de-olho-cinza,Hylophilus amaurocephalus,Gray-eyed Greenlet,gyegre1,Hylophilus amaurocephalus,Lowlands of e Brazil (Piauí and Ceará to extreme n São Paulo),Verdillo Ojigrís,Grauaugenvireo,Verdello occhigrigi,Viréon aux yeux gris,zelenáček brazilský,Gråøjet Dværgvireo,Grijsoogvireo,,bahianvireo,,灰眼绿莺雀,キタズアカヒメモズモドキ,Caatingavireo,leśniak brazylijski,,vireo sivooký,Caatingavireo
CBRO#3923,Hylophilus poicilotis,verdinho-coroado,Rufous-crowned Greenlet,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Hylophilus,poicilotis,verdinho-coroado,Hylophilus poicilotis,Rufous-crowned Greenlet,rucgre1,Hylophilus poicilotis,N Bolivia to e Paraguay; ne Argentina and s Brazil,Verdillo Coronado,Rostkappenvireo,Verdello caporossiccio,Viréon oreillard,zelenáček rezavohlavý,Brunkronet Dværgvireo,Roestkruinvireo,,ruskolakkivireo,,棕顶绿莺雀,ズアカヒメモズモドキ,Rustkronevireo,leśniak rdzawołbisty,Рыжеголовый южноамериканский виреон,vireo korunkatý,Rostkronad vireo
CBRO#3924,Hylophilus pectoralis,vite-vite-de-cabeça-cinza,Ashy-headed Greenlet,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Hylophilus,pectoralis,vite-vite-de-cabeça-cinza,Hylophilus pectoralis,Ashy-headed Greenlet,ashgre1,Hylophilus pectoralis,Guianas and e Venezuela to n Bolivia and Amazonian Brazil,Verdillo Cabecigrís,Aschkopfvireo,Verdello testacenere,Viréon à tête cendrée,zelenáček šedohlavý,Askehovedet Dværgvireo,Grijskopvireo,,tuhkapäävireo,,灰颈绿莺雀,ハイガシラヒメモズモドキ,Gråhodevireo,leśniak siwogłowy,Пепельноголовый южноамериканский виреон,vireo kapucňový,Gråhuvad vireo
CBRO#3925,Hylophilus semicinereus,verdinho-da-várzea,Gray-chested Greenlet,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Hylophilus,semicinereus,verdinho-da-várzea,Hylophilus semicinereus,Gray-chested Greenlet,gycgre1,Hylophilus semicinereus,,Verdillo Pechigrís,Graunackenvireo,Verdello pettogrigio,Viréon à gorge grise,zelenáček šedoprsý,Gråbrystet Dværgvireo,Grijsnekvireo,,harmaarintavireo,,灰胸绿莺雀,ハイムネヒメモズモドキ,Gråbrystvireo,leśniak szaroszyi,Серогрудый южноамериканский виреон,vireo sivoprsý,Gråbröstad vireo
CBRO#3929,Hylophilus brunneiceps,vite-vite-de-cabeça-marrom,Brown-headed Greenlet,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Hylophilus,brunneiceps,vite-vite-de-cabeça-marrom,Hylophilus brunneiceps,Brown-headed Greenlet,brhgre1,Hylophilus brunneiceps,E Colombia to s Venezuela and nw Brazil,Verdillo Cabecicastaño,Braunkopfvireo,Verdello testabruna,Viréon brunâtre,zelenáček tmavohlavý,Brunhovedet Dværgvireo,Bruinkopvireo,,rionegronvireo,,褐头绿莺雀,チャガシラヒメモズモドキ,Negrovireo,leśniak brązowogłowy,Буроголовый южноамериканский виреон,vireo hnedohlavý,Brunhuvad vireo
CBRO#3930,Hylophilus thoracicus,vite-vite,Lemon-chested Greenlet,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Hylophilus,thoracicus,vite-vite,Hylophilus thoracicus,Lemon-chested Greenlet,lecgre2,Hylophilus thoracicus,,Verdillo Pechilimón,Gelbbrustvireo,Verdello pettolimone,Viréon à plastron,zelenáček šedohrdlý,Citronbrystet Dværgvireo,Citroenborstvireo,,oliivivyövireo,,黄胸绿莺雀,リオデジャネイロヒメモズモドキ,Sitronbrystvireo,leśniak żółtopierśny,Желтогрудый южноамериканский виреон,vireo žltoprsý,Citronbröstad vireo
CBRO#3934,Tunchiornis ochraceiceps,vite-vite-uirapuru,Tawny-crowned Greenlet,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Tunchiornis,ochraceiceps,vite-vite-uirapuru,Tunchiornis ochraceiceps,Tawny-crowned Greenlet,tacgre1,Tunchiornis ochraceiceps,,Verdillo Leonado,Fuchsscheitelvireo,Verdello capofulvo,Viréon à calotte rousse,zelenáček hnědočelý,Brunpandet Dværgvireo,Okerkapvireo,,ruso-otsavireo,barna füzikelombgébics,褐顶绿莺雀,キガシラヒメモズモドキ,Rustpannevireo,leśniak rdzawoczelny,Оранжеволобый южноамериканский виреон,vireo okrovočelý,Rostpannad vireo
CBRO#3940,Pachysylvia hypoxantha,vite-vite-de-barriga-amarela,Dusky-capped Greenlet,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Pachysylvia,hypoxantha,vite-vite-de-barriga-amarela,Pachysylvia hypoxantha,Dusky-capped Greenlet,ducgre1,Pachysylvia hypoxantha,,Verdillo Ventriamarillo,Braunstirnvireo,Verdello caposcuro,Viréon à ventre jaune,zelenáček amazonský,Mørkkappet Dværgvireo,Bruinvoorhoofdvireo,,amazonianvireo,,乌顶绿莺雀,オリーブヒメモズモドキ,Amazonvireo,leśniak płowy,Темношапочный южноамериканский виреон,vireo plavý,Amazonvireo
CBRO#3945,Pachysylvia muscicapina,vite-vite-camurça,Buff-cheeked Greenlet,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Pachysylvia,muscicapina,vite-vite-camurça,Pachysylvia muscicapina,Buff-cheeked Greenlet,bucgre1,Pachysylvia muscicapina,,Verdillo Atrapamoscas,Braunwangenvireo,Verdello guancecamoscio,Viréon fardé,zelenáček plavoprsý,Grånakket Dværgvireo,Bruinwangvireo,,kultarintavireo,,黄颊绿莺雀,シロハラヒメモズモドキ,Ferskenbrystvireo,leśniak płowolicy,Оранжевогрудый южноамериканский виреон,vireo okrovolíci,Grånackad vireo
CBRO#3949,Vireo sclateri,vite-vite-do-tepui,Tepui Vireo,BR#,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Vireo,sclateri,vite-vite-do-tepui,Vireo sclateri,Tepui Vireo,tepgre1,Vireo sclateri,Tepuis of s Venezuela; w Guyana and extreme n Brazil,Verdillo de Tepuí,Tepuivireo,Verdello dei tepui,Viréon des tépuis,zelenáček tepuový,Tepuídværgvireo,Tepuivireo,,tepuinvireo,,蓝顶绿莺雀,ハイイロヒメモズモドキ,Tepuivireo,leśniak szaroskrzydły,Желтолобый южноамериканский виреон,vireo sivokrídly,Tepuivireo
CBRO#3950,Vireo olivaceus,juruviara-boreal,Red-eyed Vireo,VI (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Vireo,olivaceus,juruviara-boreal,Vireo olivaceus,Red-eyed Vireo,reevir1,Vireo olivaceus,Canada; w-central and e US; winters to Cuba and c S America,Vireo Chiví,Rotaugenvireo,Vireo occhirossi,Viréo aux yeux rouges,zelenáček červenooký,Rødøjet Vireo,Roodoogvireo,punasilm-virelind,punasilmävireo,pirosszemű lombgébics,红眼莺雀,アカメモズモドキ,Rødøyevireo,wireonek czerwonooki,Красноглазый виреон,vireo červenooký,Rödögd vireo
CBRO#3951,Vireo chivi,juruviara,Chivi Vireo,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Vireo,chivi,juruviara,Vireo chivi,Chivi Vireo,chivir1,Vireo chivi,,,,,,,,,,,,,,,,,,
CBRO#3957,Vireo gracilirostris,juruviara-de-noronha,Noronha Vireo,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Vireo,gracilirostris,sebito,Vireo gracilirostris,Noronha Vireo,norvir1,Vireo gracilirostris,Ilha Fernando de Noronha (off coastal ne Brazil),Vireo de Noronha,Schmalschnabelvireo,Vireo di Noronha,Viréo de Noronha,zelenáček noronžský,Noronha-vireo,Noronhavireo,,noronhanvireo,noronhai lombgébics,巴西莺雀,ノロンハモズモドキ,Noronhavireo,wireonek cienkodzioby,,vireo sibito,Noronhavireo
CBRO#3958,Vireo flavoviridis,juruviara-verde-amarelada,Yellow-green Vireo,VI (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Vireo,flavoviridis,juruviara-verde-amarelada,Vireo flavoviridis,Yellow-green Vireo,yegvir,Vireo flavoviridis,,Vireo Verdiamarillo,Zitronenflankenvireo,Vireo gialloverde,Viréo jaune-verdâtre,zelenáček žlutozelený,Gulgrøn Vireo,Geelgroene Vireo,,keltaperävireo,,黄绿莺雀,キバラアカメモズモドキ,Gulsidevireo,wireonek białobrzuchy,,vireo hájový,Gulgrön vireo
CBRO#3960,Vireo altiloquus,juruviara-barbuda,Black-whiskered Vireo,VI (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Vireonidae,,Vireo,altiloquus,juruviara-barbuda,Vireo altiloquus,Black-whiskered Vireo,bkwvir,Vireo altiloquus,,Vireo Bigotudo,Bartvireo,Vireo baffuto,Viréo à moustaches,zelenáček vousatý,Skægvireo,Baardvireo,,viiksivireo,barkós lombgébics,黑髭莺雀,ホオヒゲモズモドキ,Skjeggvireo,wireonek wąsaty,Черноусый виреон,vireo fúzatý,Mustaschvireo
CBRO#3965,Cyanocorax violaceus,gralha-violácea,Violaceous Jay,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,violaceus,gralha-violácea,Cyanocorax violaceus,Violaceous Jay,viojay1,Cyanocorax violaceus,,Chara Violácea,Hyazinthenblaurabe,Ghiandaia violacea,Geai violacé,sojka fialová,Violet Blåskade,Violetgaai,jõgi-sininäär,surunärhi,jácintkék indigószajkó,紫蓝鸦,カオグロルリサンジャク,Sumpskrike,modrowronka hiacyntowa,Гиацинтовая разноцветная сойка,kapuciarka hyacintová,Violettskrika
CBRO#3967,Cyanocorax cyanomelas,gralha-do-pantanal,Purplish Jay,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,cyanomelas,gralha-do-pantanal,Cyanocorax cyanomelas,Purplish Jay,purjay1,Cyanocorax cyanomelas,SE Peru to ne Argentina; Paraguay and sw Brazil,Chara Morada,Purpurblaurabe,Ghiandaia viola,Geai bleu-noir,sojka lesní,Purpurblåskade,Purpergaai,purpur-sininäär,nokinärhi,bíbor indigószajkó,淡紫蓝鸦,ムラサキサンジャク,Fløyelsskrike,modrowronka purpurowa,Пурпурная разноцветная сойка,kapuciarka fialová,Purpurskrika
CBRO#3968,Cyanocorax caeruleus,gralha-azul,Azure Jay,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,caeruleus,gralha-azul,Cyanocorax caeruleus,Azure Jay,azujay1,Cyanocorax caeruleus,SE Brazil to e Paraguay and ne Argentina,Chara Cerúlea,Azurblaurabe,Ghiandaia cerulea,Geai azuré,sojka azurová,Azurblåskade,Azuurblauwe Gaai,araukaaria-sininäär,huppunärhi,borzas indigószajkó,青蓝鸦,アオサンジャク,Asurskrike,modrowronka lazurowa,Лазурная разноцветная сойка,kapuciarka lazúrová,Azurskrika
CBRO#3969,Cyanocorax cristatellus,gralha-do-campo,Curl-crested Jay,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,cristatellus,gralha-do-campo,Cyanocorax cristatellus,Curl-crested Jay,cucjay1,Cyanocorax cristatellus,S-central Brazil to e Bolivia and extreme ne Paraguay,Chara Crestada,Krauskopf-Blaurabe,Ghiandaia crestariccia,Geai à plumet,sojka kadeřavá,Krøltoppet Blåskade,Kroeskopgaai,kihar-sininäär,kiharanärhi,tarajos indigószajkó,卷冠蓝鸦,カンムリルリサンジャク,Krøllskrike,modrowronka czołoczuba,Белохвостая разноцветная сойка,kapuciarka chochlíkatá,Krulltofsskrika
CBRO#3970,Cyanocorax cayanus,gralha-da-guiana,Cayenne Jay,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,cayanus,gralha-da-guiana,Cyanocorax cayanus,Cayenne Jay,cayjay1,Cyanocorax cayanus,SE Venezuela (Bolívar) to the Guianas and ne Brazil,Chara de Cayena,Cayenneblaurabe,Ghiandaia di Cayenne,Geai de Cayenne,sojka guyanská,Cayenneblåskade,Cayennegaai,guajaana sininäär,orinoconnärhi,cayenne-i indigószajkó,白颈蓝鸦,シロハラルリサンジャク,Guyanaskrike,modrowronka białogłowa,Кайеннская разноцветная сойка,kapuciarka bielotylová,Cayennskrika
CBRO#3971,Cyanocorax heilprini,gralha-de-nuca-azul,Azure-naped Jay,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,heilprini,gralha-de-nuca-azul,Cyanocorax heilprini,Azure-naped Jay,aznjay1,Cyanocorax heilprini,,Chara Nuquiazul,Fliederblaurabe,Ghiandaia nucazzurra,Geai à calotte azur,sojka kolumbijská,Azurnakket Blåskade,Azuurnekgaai,ljaano-sininäär,sininiskanärhi,Helprin-indigószajkó,蓝枕蓝鸦,シロエリルリサンジャク,Blånakkeskrike,modrowronka amazońska,Сиреневая разноцветная сойка,kapuciarka orgovánová,Azurnackad skrika
CBRO#3972,Cyanocorax hafferi,cancão-da-campina,Campina Jay,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,hafferi,cancão-da-campina,Cyanocorax hafferi,Campina Jay,camjay1,Cyanocorax heilprini hafferi,southwestern Amazonian Brazil; from the west bank of the Purus River to the west bank of the Madeira River,,,,,,,,,,,,,,,,,
CBRO#3973,Cyanocorax chrysops,gralha-picaça,Plush-crested Jay,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,chrysops,gralha-picaça,Cyanocorax chrysops,Plush-crested Jay,plcjay1,Cyanocorax chrysops,,Chara Moñuda,Kappenblaurabe,Ghiandaia felpata,Geai acahé,sojka chocholkatá,Plystoppet Blåskade,Pluchekapgaai,kübar-sininäär,peruukkinärhi,amerikai kékvarjú,绒冠蓝鸦,ルリサンジャク,Plysjskrike,modrowronka pluszogłowa,Плюшевоголовая разноцветная сойка,kapuciarka baretová,Plyschtofsskrika
CBRO#3977,Cyanocorax cyanopogon,gralha-cancã,White-naped Jay,BR; En,1 Primária,09 Espécie,Passeriformes,Passeri,,Corvida,,Corvidae,,Cyanocorax,cyanopogon,gralha-cancã,Cyanocorax cyanopogon,White-naped Jay,whnjay1,Cyanocorax cyanopogon,Tableland of e Brazil (Pará to Minas Gerais and e Mato Grosso),Chara Nuquiblanca,Weißnacken-Blaurabe,Ghiandaia nucabianca,Geai à nuque blanche,sojka brazilská,Brasiliansk Blåskade,Witnekgaai,pugal-sininäär,brasiliannärhi,fehérfejű indigószajkó,白枕蓝鸦,エリジロルリサンジャク,Brasilskrike,modrowronka białokarkowa,,kapuciarka sedmohlasá,Brasiliansk skrika
CBRO#3981,Pygochelidon cyanoleuca,andorinha-pequena-de-casa,Blue-and-white Swallow,BR; VI (S),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Pygochelidon,cyanoleuca,andorinha-pequena-de-casa,Pygochelidon cyanoleuca,Blue-and-white Swallow,bawswa1,Pygochelidon cyanoleuca,,Golondrina Barranquera,Schwarzsteißschwalbe,Rondine biancoblu,Hirondelle bleu et blanc,vlaštovka modrobílá,Azursvale,Blauw-witte Zwaluw,lõuna-mägipääsuke,teräspääsky,kék-fehér fecske,蓝白南美燕,アイイロツバメ,Cyansvale,jaskółeczka niebiesko-biała,Патагонская ласточка,lastovička sídelná,Blåvit svala
CBRO#3984,Pygochelidon melanoleuca,andorinha-de-coleira,Black-collared Swallow,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Pygochelidon,melanoleuca,andorinha-de-coleira,Pygochelidon melanoleuca,Black-collared Swallow,blcswa2,Pygochelidon melanoleuca,Rapids on rivers of Guianas; s Venezuela and Amazonian Brazil,Golondrina Acollarada,Halsbandschwalbe,Rondine collare nero,Hirondelle des torrents,vlaštovka límcová,Halsbåndsvale,Zwartkraagzwaluw,kaeluspääsuke,mustavyöpääsky,,黑领燕,クロオビツバメ,Fossesvale,jaskółeczka obrożna,Черноошейниковая амазонская ласточка,lastovička perejová,Forssvala
CBRO#3986,Alopochelidon fucata,andorinha-morena,Tawny-headed Swallow,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Alopochelidon,fucata,andorinha-morena,Alopochelidon fucata,Tawny-headed Swallow,tahswa2,Alopochelidon fucata,Venezuela and n Brazil; Brazil s of the Amazon to n Argentina,Golondrina Cabecicastaña,Fuchsschwalbe,Rondine testafulva,Hirondelle fardée,vlaštovka rezavohlavá,Rustsavvinge,Bruinkopzwaluw,ruugepea-pääsuke,ruostenaamiopääsky,,棕头燕,キツネツバメ,Rusthodesvale,jaskółeczka rudogłowa,Лисья ласточка,lastovička savanová,Rosthuvudsvala
CBRO#3988,Atticora fasciata,peitoril,White-banded Swallow,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Atticora,fasciata,peitoril,Atticora fasciata,White-banded Swallow,whbswa2,Atticora fasciata,E Colombia to Guianas; s Venezuela; n Bolivia and Amazonian Brazil,Golondrina Fajiblanca,Weißbandschwalbe,Rondine fasciata,Hirondelle à ceinture blanche,vlaštovka bělopruhá,Hvidbåndet Svale,Witbandzwaluw,vööpääsuke,valkovyöpääsky,,白斑燕,シロオビツバメ,Hvitbeltesvale,jaskółeczka białopręga,Белопоясая амазонская ласточка,lastovička bielopása,Vitbandad svala
CBRO#3989,Atticora tibialis,calcinha-branca,White-thighed Swallow,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Atticora,tibialis,calcinha-branca,Atticora tibialis,White-thighed Swallow,whtswa1,Atticora tibialis,,Golondrina Patiblanca,Zwergschwalbe,Rondine zampebianche,Hirondelle à cuisses blanches,vlaštovka lesní,Hvidlåret Svale,Witflankzwaluw,tõmmupääsuke,sukkapääsky,fehérlábú erdeifecske,白腿燕,モモジロコツバメ,Flaggermussvale,jaskółeczka mała,Карликовая ласточка,lastovička pančuchová,Fladdermussvala
CBRO#3993,Stelgidopteryx ruficollis,andorinha-serradora,Southern Rough-winged Swallow,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Stelgidopteryx,ruficollis,andorinha-serradora,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,srwswa1,Stelgidopteryx ruficollis,,Golondrina Gorgirrufa,Zimtkehlschwalbe,Rondine aliruvide meridionale,Hirondelle à gorge rousse,vlaštovka neotropická,Sydamerikansk Savvinge,Zuid-Amerikaanse Ruwvleugelzwaluw,lõuna-kammpääsuke,etelänkarhepääsky,déli tüskésszárnyúfecske,红翎毛翅燕,オビナシショウドウツバメ,Sørtaggsvale,wodówka południowa,Пампасная ласточка,lastovička hrdzavá,Sydlig kamvingesvala
CBRO#3996,Progne tapera,andorinha-do-campo,Brown-chested Martin,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Progne,tapera,andorinha-do-campo,Progne tapera,Brown-chested Martin,brcmar1,Progne tapera,,Golondrina Parda,Braunbrustschwalbe,Rondine pettobruno,Hirondelle tapère,jiřička hnědoprsá,Brunbrystet Svale,Bruinborstzwaluw,kiilipääsuke,savupääsky,,棕胸崖燕,チャムネツバメ,Taperasvale,jaskółczak brunatny,Бурогрудая лесная ласточка,lastovička hnedoprsá,Brunbröstad storsvala
CBRO#3999,Progne subis,andorinha-azul,Purple Martin,VI (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Progne,subis,andorinha-azul,Progne subis,Purple Martin,purmar,Progne subis,,Golondrina Purpúrea,Purpurschwalbe,Rondine purpurea,Hirondelle noire,jiřička modrolesklá,Purpursvale,Purperzwaluw,türkiispääsuke (põhja-türkiispääsuke),sinipääsky,bíborfecske,紫崖燕,ムラサキツバメ,Purpursvale,jaskółczak modry,Большая ласточка,lastovička purpurová,Blå storsvala
CBRO#5001,Progne dominicensis,andorinha-do-caribe,Caribbean Martin,VI# (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Progne,dominicensis,,,,carmar1,Progne dominicensis,West Indies (except Cuba and Isle of Pines); Tobago,,,,,,,,,,,,,,,,,
CBRO#5002,Progne cryptoleuca,andorinha-cubana,Cuban Martin,VA# (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Progne,cryptoleuca,,,,cubmar,Progne cryptoleuca,Cuba and Isle of Pines; casual in s Florida,,,,,,,,,,,,,,,,,
CBRO#4002,Progne chalybea,andorinha-grande,Gray-breasted Martin,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Progne,chalybea,andorinha-grande,Progne chalybea,Gray-breasted Martin,gybmar,Progne chalybea,,Golondrina Pechigrís,Graubrustschwalbe,Rondine pettogrigio,Hirondelle chalybée,jiřička neotropická,Gråbrystet Svale,Grijsborstpurperzwaluw,tuhk-türkiispääsuke,harmaasinipääsky,szürkemellű bíborfecske,灰胸崖燕,ハイムネムラサキツバメ,Gråbrystsvale,jaskółczak szarogardły,Серогрудая лесная ласточка,lastovička sivoprsá,Gråbröstad storsvala
CBRO#4005,Progne elegans,andorinha-do-sul,Southern Martin,VI (S),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Progne,elegans,andorinha-do-sul,Progne elegans,Southern Martin,soumar,Progne elegans,Bolivia to Uruguay and Argentina; >north to Colombia,Golondrina Sureña,Blauschwalbe,Rondine meridionale,Hirondelle gracieuse,jiřička jižní,Pragtsvale,Patagonische Purperzwaluw,lõuna-türkiispääsuke,argentiinansinipääsky,,南美崖燕,,Argentinasvale,jaskółczak południowy,,lastovička lesklá,Sydlig storsvala
CBRO#4007,Tachycineta albiventer,andorinha-do-rio,White-winged Swallow,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Tachycineta,albiventer,andorinha-do-rio,Tachycineta albiventer,White-winged Swallow,whwswa1,Tachycineta albiventer,Guianas and Venezuela to se Brazil and n Argentina; Trinidad,Golondrina Aliblanca,Cayenneschwalbe,Rondine alibianche,Hirondelle à ailes blanches,vlaštovka bělobřichá,Hvidbræmmet Svale,Witbuikzwaluw,kiritiib-pääsuke,valkosiipipääsky,,白翅树燕,ハジロミドリツバメ,Hvitbremsvale,nadobniczka zielono-biała,Белокрылая американская ласточка,lastovička bielobruchá,Vitvingad svala
CBRO#4008,Tachycineta leucorrhoa,andorinha-de-sobre-branco,White-rumped Swallow,BR,1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Tachycineta,leucorrhoa,andorinha-de-sobre-branco,Tachycineta leucorrhoa,White-rumped Swallow,whrswa1,Tachycineta leucorrhoa,Bolivia to Paraguay; se Brazil and n Argentina; >s Peru,Golondrina Cejiblanca,Weißbürzelschwalbe,Rondine groppabianca,Hirondelle à diadème,vlaštovka bělokostřecová,Hvidgumpet Svale,Witstuitzwaluw,safiirpääsuke,ketopääsky,,白腰树燕,コシジロミドリツバメ,Hvitbrynsvale,nadobniczka błękitna,Белопоясничная американская ласточка,lastovička čelenková,Vitgumpsvala
CBRO#4009,Tachycineta leucopyga,andorinha-chilena,Chilean Swallow,VI (S),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Tachycineta,leucopyga,andorinha-chilena,Tachycineta leucopyga,Chilean Swallow,chiswa1,Tachycineta leucopyga,Breeds s Chile and Argentina; >n to Bolivia and Brazil,Golondrina Chilena,Chileschwalbe,Rondine del Cile,Hirondelle du Chili,vlaštovka chilská,Chilesvale,Chileense Zwaluw,patagoonia pääsuke,chilenpääsky,,白臀树燕,チリールリツバメ,Patagoniasvale,nadobniczka biało-niebieska,Чилийская американская ласточка,lastovička patagónska,Chilesvala
CBRO#4011,Riparia riparia,andorinha-do-barranco,Bank Swallow,VI (N),1 Primária,09 Espécie,Passeriformes,Passeri,,Passerida,,Hirundinidae,,Riparia,riparia,andorinha-do-barranco,Riparia riparia,Bank Swallow,banswa,Riparia riparia,,Avión Zapador,Uferschwalbe,Topino,Hirondelle de rivage,břehule říční,Digesvale,Oeverzwaluw,kaldapääsuke,törmäpääsky,partifecske,崖沙燕,ショウドウツバメ,Sandsvale,brzegówka (zwyczajna),Береговушка,brehuľa hnedá,Backsvala
